id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fdevstack~master~I51053e01bf168fa73669b7a71018e257923c4b76,openstack/devstack,master,I51053e01bf168fa73669b7a71018e257923c4b76,Replace git.openstack.org with opendev.org,ABANDONED,2019-11-19 07:41:44.000000000,2019-11-25 01:55:46.000000000,,14,14,0,694923,028b83a62772a8f65888273736469ebd60bbe1c7,,4,2,1,2,27565,inspurericzhang,inspurericzhang,"Replace git.openstack.org with opendev.org

Change-Id: I51053e01bf168fa73669b7a71018e257923c4b76
"
openstack%2Fopenstack-ansible-plugins~master~I4c16b1c219a4f9b328e1e6bad6f443854652d902,openstack/openstack-ansible-plugins,master,I4c16b1c219a4f9b328e1e6bad6f443854652d902,Replace git.openstack.org with opendev.org,ABANDONED,2019-11-19 07:32:32.000000000,2019-11-25 01:55:00.000000000,,12,12,3,694917,949c3d8e7ed37e349253390619a0fd8610330fe1,,4,2,1,6,27565,inspurericzhang,inspurericzhang,"Replace git.openstack.org with opendev.org

Change-Id: I4c16b1c219a4f9b328e1e6bad6f443854652d902
"
openstack%2Fopenstack-ansible-repo_build~master~I69ffdeff0de469f24c1f579c8761a06547a726bf,openstack/openstack-ansible-repo_build,master,I69ffdeff0de469f24c1f579c8761a06547a726bf,Replace git.openstack.org with opendev.org,ABANDONED,2019-11-19 07:30:26.000000000,2019-11-25 01:54:19.000000000,,136,136,2,694916,0190bd9bebf69927dcaa6353b0750d202f79bce1,,4,2,1,4,27565,inspurericzhang,inspurericzhang,"Replace git.openstack.org with opendev.org

Change-Id: I69ffdeff0de469f24c1f579c8761a06547a726bf
"
openstack%2Fglance~master~If30400a4b12fd43fd897bb5ffa159d5e86eca576,openstack/glance,master,If30400a4b12fd43fd897bb5ffa159d5e86eca576,Migrate grenade jobs to py3,ABANDONED,2019-11-21 02:56:13.000000000,2019-11-25 00:55:28.000000000,,1,0,0,695345,ab3e102c75224fca40048b10d72f6157c45e5834,,4,2,1,1,30092,Xuan Yandong,xuanyandong,"Migrate grenade jobs to py3

As part of community goal of dropping py27 support[1], we are
moving the devstack to py3 by default[2]. That will make grenade job
to perform upgrade from py2 to py3 which will not work (we have seen
the failure in neutron-grenade job).

To avoid existing grenade py2 job break, this commit moves grenade
jobs to py3 which is what we planned as part dropping the py2 support.

[1] https://governance.openstack.org/tc/goals/selected/ussuri/drop-py27.html
[2] https://review.opendev.org/#/c/649097/12
    http://lists.openstack.org/pipermail/openstack-discuss/2019-November/010938.html

Change-Id: If30400a4b12fd43fd897bb5ffa159d5e86eca576
"
openstack%2Ftripleo-heat-templates~stable%2Ftrain~I41bbff148267de6514bf5b88c344d18cb894ae01,openstack/tripleo-heat-templates,stable/train,I41bbff148267de6514bf5b88c344d18cb894ae01,Drop file test before removal,MERGED,2019-11-23 17:05:51.000000000,2019-11-24 20:12:55.000000000,2019-11-24 20:12:55.000000000,1,1,0,695803,a034963464f7d28677e2cb48fa58a68059f5da02,bug/1853183-stable/train,7,3,1,1,14985,Alex Schultz,mwhahaha,"Drop file test before removal

If the file is already missing (e.g. has been removed already), the test
-f will return 1 which fails the container-puppet.sh execution. The goal
here is to just make sure the file is missing, so let's just try to
removing it with only an rm -f. This is successful if the file is
already missing so we don't need to check the file existance.

Change-Id: I41bbff148267de6514bf5b88c344d18cb894ae01
Closes-Bug: #1853183
(cherry picked from commit 3ade96f7688e890140bf80cc228d3fc057ef80dc)
"
openstack%2Fkolla-ansible~stable%2Ftrain~Ie7ee70e19536c2d8f4300df55c9c6ca38abb7ae4,openstack/kolla-ansible,stable/train,Ie7ee70e19536c2d8f4300df55c9c6ca38abb7ae4,"CI: Add more service list checks to OS ""smoke testing""",MERGED,2019-11-21 17:20:30.000000000,2019-11-24 16:50:38.000000000,2019-11-24 16:49:27.000000000,5,0,0,695532,d1693f172379cc263b7e0e6e688d360d00f05a9c,ci-more-checks-stable/train,9,4,1,2,30491,Radosław Piliszek,yoctozepto,"CI: Add more service list checks to OS ""smoke testing""

Change-Id: Ie7ee70e19536c2d8f4300df55c9c6ca38abb7ae4
(cherry picked from commit f59f6a6104ecf928a21d8a2c01ceb5d442db6743)
"
openstack%2Fkolla-ansible~master~If8b001f7507663e49e8e535f1889592e5f428ab5,openstack/kolla-ansible,master,If8b001f7507663e49e8e535f1889592e5f428ab5,CI: Wait for Zun to delete the test container,MERGED,2019-11-21 12:59:32.000000000,2019-11-24 16:48:54.000000000,2019-11-24 16:47:41.000000000,16,0,0,695421,a3c8a84834cf835274cc0f586791358b20a6d93d,bug/1853452,18,6,2,1,30491,Radosław Piliszek,yoctozepto,"CI: Wait for Zun to delete the test container

We fail randomly on check-failure.sh which checks for
containers being down.
Since we share Docker with Zun, the script sees Zun test container
and may fail when it is stopped but not yet removed.

Change-Id: If8b001f7507663e49e8e535f1889592e5f428ab5
Closes-bug: #1853452
"
openstack%2Frequirements~master~I2eeb951f900a9d6916e57371d5fd7b8368cfe327,openstack/requirements,master,I2eeb951f900a9d6916e57371d5fd7b8368cfe327,Update zeroconf constraint to new release 0.24.0,ABANDONED,2019-11-20 15:10:35.000000000,2019-11-24 16:48:51.000000000,,4,4,0,695216,732515745d0cba86dc36a52cbce3d948577e06e5,zeroconf,5,3,1,1,10239,Dmitry Tantsur,dtantsur,"Update zeroconf constraint to new release 0.24.0

Change-Id: I2eeb951f900a9d6916e57371d5fd7b8368cfe327
"
openstack%2Fneutron~stable%2Fstein~I3e89aca8bedfd2912effe2490718223f7d03133e,openstack/neutron,stable/stein,I3e89aca8bedfd2912effe2490718223f7d03133e,Fix race condition when getting cmdline,MERGED,2019-11-14 14:50:12.000000000,2019-11-24 14:33:32.000000000,2019-11-23 03:10:03.000000000,26,11,4,694317,41206ebc319315dedcbca06f85efc9c8aaf2efbe,bug/1844500,27,9,2,2,13252,Dr. Jens Harbott,jrosenboom,"Fix race condition when getting cmdline

Even though we check for the existence of the process before, it may
still terminate before we get to read its command line, so catch the
error that can occur here.

Backport: Amended test using tools.OpenFixture() as the move of this
code to neutron-lib only happened later

Change-Id: I3e89aca8bedfd2912effe2490718223f7d03133e
Closes-Bug: 1844500
(cherry picked from commit 3330bc01cbdecb12be9c30d78f648710f374d23e)
"
openstack%2Fpuppet-openstack-specs~master~Ie8b065089af906a24303e88c16d5af6690f87906,openstack/puppet-openstack-specs,master,Ie8b065089af906a24303e88c16d5af6690f87906,Add parameter data types spec,ABANDONED,2018-05-16 18:45:10.000000000,2019-11-24 12:48:27.000000000,,141,0,1,568929,835c18b14492c6042b5e9450f89fdd6bf00e5e29,data-types-spec,4,2,1,1,16137,Tobias Urdin,tobasco,"Add parameter data types spec

Change-Id: Ie8b065089af906a24303e88c16d5af6690f87906
"
