id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fneutron~master~I924e3e652deea2f89c4aaf1fd780e467ea81b843,openstack/neutron,master,I924e3e652deea2f89c4aaf1fd780e467ea81b843,Remove dead method _get_router_ids,MERGED,2016-01-18 03:45:42.000000000,2016-01-19 03:47:32.000000000,2016-01-19 03:47:31.000000000,0,27,1,268855,8589f16324eb469df51e7ba4d2dcdca548f0bad6,remove_dead_method__get_router_ids,44,23,2,3,13667,ZongKai LI,lzklibj,"Remove dead method _get_router_ids

No place is using _get_router_ids, it is dead method now.
And for l3_db.Router related query, it always based on certain
filters, such as on which host, extra attribute is distributed
or HA. While this method cannot fix those requirements.

Method _get_router_ids is created in patch
I35eae975209316aad6b2c97c909dce385729864d , its purpose is to
avoid DB query to fetch full data for routers while only id is
needed. But in patch Ie561b19a2e58a2a563d79b75421e9e24c70f36f9 ,
its caller was removed, but seems we forget to remove this dead
method at that time.

Change-Id: I924e3e652deea2f89c4aaf1fd780e467ea81b843
"
openstack%2Fastara~stable%2Fliberty~I83507a3c6dd6802954e1faeb34b9f8d3c9bdf943,openstack/astara,stable/liberty,I83507a3c6dd6802954e1faeb34b9f8d3c9bdf943,Adds reno for release notes management,MERGED,2016-01-05 23:08:06.000000000,2016-01-19 03:41:43.000000000,2016-01-19 03:41:43.000000000,372,12,0,263942,47535d4185c989bf39a7af3f537f846247046b5f,bug/1524068,15,4,2,14,1420,Adam Gandelman,gandelman-a,"Adds reno for release notes management

Seeds repo for managing in-tree release notes /w reno.

Boiler-plated from 9549e6b491b26232f4dac900b0bf05f10eb0e30a.

Change-Id: I83507a3c6dd6802954e1faeb34b9f8d3c9bdf943
(cherry picked from commit de6ade7bd5022627d3d95b7a63df9e410fe5574d)
"
openstack%2Fkolla~master~I694cbd844889a43e43372c47a77187b7d1959cb7,openstack/kolla,master,I694cbd844889a43e43372c47a77187b7d1959cb7,do not merge: temp vagrant settings,ABANDONED,2015-11-20 07:48:07.000000000,2016-01-19 03:31:44.000000000,,5,3,0,247959,815e75fee37892239969aa6f67c30f3af6e9478b,bp/zookeeper,5,2,1,3,4715,Angus Salkeld,asalkeld,"do not merge: temp vagrant settings

Change-Id: I694cbd844889a43e43372c47a77187b7d1959cb7
"
openstack%2Fastara~master~Ic09ca830ac7fa533fe1ec74b92d14be3493a711f,openstack/astara,master,Ic09ca830ac7fa533fe1ec74b92d14be3493a711f,Remove unused logging import,ABANDONED,2016-01-16 07:36:50.000000000,2016-01-19 03:27:52.000000000,,0,19,0,268614,874a1aeaf61f202aa07e4c59813b302f70a7515a,remove_unused_logging,7,2,2,6,19950,caoyue,caoyue,"Remove unused logging import

it's obviously the code was copied from other place,
let's make it perfect.

Change-Id: Ic09ca830ac7fa533fe1ec74b92d14be3493a711f
"
openstack%2Fmurano-apps~master~Ibdcc23468bc76d381d19bbec859d3b5bd8c11b96,openstack/murano-apps,master,Ibdcc23468bc76d381d19bbec859d3b5bd8c11b96,Fixing typos in README.rst for Kubernetes apps,MERGED,2015-12-23 11:35:57.000000000,2016-01-19 03:25:26.000000000,2016-01-19 03:25:26.000000000,7,7,2,260959,2512b602985391bbd73bfeab315a3594f0f84e68,fix_kubernetes_readme,13,5,2,1,8731,Renat Akhmerov,rakhmerov,"Fixing typos in README.rst for Kubernetes apps

Change-Id: Ibdcc23468bc76d381d19bbec859d3b5bd8c11b96
"
openstack%2Ftacker~master~Ia70de6cc42fb67c71ae9a778cada5b0ae9c55539,openstack/tacker,master,Ia70de6cc42fb67c71ae9a778cada5b0ae9c55539,Updated from global requirements,MERGED,2016-01-16 03:33:30.000000000,2016-01-19 03:21:57.000000000,2016-01-19 03:21:57.000000000,34,34,0,268542,3fe52d515f74fc15b290d5937cacae3da201e2c2,openstack/requirements,9,5,1,2,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: Ia70de6cc42fb67c71ae9a778cada5b0ae9c55539
"
openstack%2Fapi-site~master~Id3624030a10af3c1ad5b213f4ce44d80f0d7e78e,openstack/api-site,master,Id3624030a10af3c1ad5b213f4ce44d80f0d7e78e,"Flavor id is not a uuid, it's a int.",MERGED,2016-01-13 08:54:45.000000000,2016-01-19 03:20:58.000000000,2016-01-19 03:20:58.000000000,4,4,0,266786,dca7d48261e44f7918008f98f33d97a44af7f757,fix-compute-api-ref,11,6,1,2,6062,jichenjc,jichenjc,"Flavor id is not a uuid, it's a int.

we use /v2.1/d1c5aa58af6c426492c642eb649017be/flavors/84
to access flavor while 84 represents flavor id, so it's not a uuid.

Change-Id: Id3624030a10af3c1ad5b213f4ce44d80f0d7e78e
Partial-Bug: #1515222
"
openstack%2Fapi-site~master~I68223ce8bf810f1c9cffe756d68fc8c3da5ea095,openstack/api-site,master,I68223ce8bf810f1c9cffe756d68fc8c3da5ea095,Add more descriptions for flavor access,MERGED,2016-01-13 10:12:45.000000000,2016-01-19 03:17:01.000000000,2016-01-19 03:17:01.000000000,5,1,0,266824,b9cc3fa9248012195443da7d0ae35fa684b87e80,fix-compute-api-ref,9,2,2,1,6062,jichenjc,jichenjc,"Add more descriptions for flavor access

add descriptions to flavor access to let user know the scope
of flavor access.

Change-Id: I68223ce8bf810f1c9cffe756d68fc8c3da5ea095
Partial-Bug: #1515222
"
openstack%2Fapi-site~master~I304d89b8e3bd1fd02e9325a36dc0abc4ccf5c7e8,openstack/api-site,master,I304d89b8e3bd1fd02e9325a36dc0abc4ccf5c7e8,switch list and show response,MERGED,2016-01-18 11:08:46.000000000,2016-01-19 03:13:57.000000000,2016-01-19 03:13:57.000000000,20,20,0,268988,0a20d7e0cb7a2db76b2caced9e75cf1c856f637e,nova-api-keyapi-wrong-response,9,2,2,2,6062,jichenjc,jichenjc,"switch list and show response

the list and show response of keypair should be switched to replace
each other according to code.

Change-Id: I304d89b8e3bd1fd02e9325a36dc0abc4ccf5c7e8
Partial-Bug: #1515222
"
openstack%2Fapi-site~master~I3e6611916db9c95873e450c8bcf52972926463a7,openstack/api-site,master,I3e6611916db9c95873e450c8bcf52972926463a7,remove user and type field from accepted param,MERGED,2016-01-18 11:10:54.000000000,2016-01-19 03:11:42.000000000,2016-01-19 03:11:42.000000000,0,15,0,268990,7c8223281a56f75e6e80b2ad16d4e972d3243ac8,fix-compute-api-ref,7,2,1,1,6062,jichenjc,jichenjc,"remove user and type field from accepted param

user is added in v2.10 and type added in v2.2
this is v2.1 document so we can remove them and
readd when we provide microversion doc

Change-Id: I3e6611916db9c95873e450c8bcf52972926463a7
Partial-Bug: #1515222
"
