id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Freleases~master~I4d0074ea03c1ee958e2da2d48fbdf800871a427d,openstack/releases,master,sdk,I4d0074ea03c1ee958e2da2d48fbdf800871a427d,Release openstacksdk 0.48.0 for Victoria,MERGED,2020-06-29 14:58:19.000000000,2020-06-29 17:07:37.000000000,2020-06-29 17:07:37.000000000,4,0,0,738460,ce832180a7507c5c278aa7b5057bc30b3af9d013,8,3,1,1,10239,Dmitry Tantsur,dtantsur,"Release openstacksdk 0.48.0 for Victoria

Change-Id: I4d0074ea03c1ee958e2da2d48fbdf800871a427d
"
openstack%2Fopenstacksdk~master~I6e014d5047a9694657bfa544c789ad1f12ca6d34,openstack/openstacksdk,master,use-bugbear,I6e014d5047a9694657bfa544c789ad1f12ca6d34,Reformat with black,ABANDONED,2020-06-26 22:08:33.000000000,2020-06-29 16:40:51.000000000,,55868,45294,2,738286,588f37ec3c8cf4b3854a83d1239d98e005cc2655,8,2,2,676,2,Monty Taylor,mordred,"Reformat with black

We prefer its style anyway, just go for it.

Change-Id: I6e014d5047a9694657bfa544c789ad1f12ca6d34
"
openstack%2Fironic-python-agent~master~Ia939df9354ddcbb11852d99b672443d37b87a0fd,openstack/ironic-python-agent,master,temp-tinyipa,Ia939df9354ddcbb11852d99b672443d37b87a0fd,Temporary switch to tinyipa jobs,MERGED,2020-06-29 13:10:32.000000000,2020-06-29 16:33:26.000000000,2020-06-29 16:28:51.000000000,8,8,0,738441,4e0981e386540785ee7a5b8a8a45af0e22a1df64,9,4,1,1,23851,Riccardo Pittau,elfosardo,"Temporary switch to tinyipa jobs

To unlock the CI until the issue with the EPEL repo is fixed.

Change-Id: Ia939df9354ddcbb11852d99b672443d37b87a0fd
"
openstack%2Fcastellan~master~I7b338a8aabb439fc91860b64e0df71fe7e8ce9f0,openstack/castellan,master,I7b338a8aabb439fc91860b64e0df71fe7e8ce9f0,I7b338a8aabb439fc91860b64e0df71fe7e8ce9f0,Bump vault version,MERGED,2020-02-07 10:58:31.000000000,2020-06-29 16:03:00.000000000,2020-06-29 16:01:33.000000000,1,1,0,706468,3a3a738a0bb271a2ed46c9e93fdb43b631d49471,11,5,3,1,27954,Moisés Guimarães de Medeiros,moguimar,"Bump vault version

Bump vault version to the latest available.

Change-Id: I7b338a8aabb439fc91860b64e0df71fe7e8ce9f0
"
openstack%2Fironic~stable%2Fussuri~I747e7bd2a341c828006e9f2216c81dbf9a01eec6,openstack/ironic,stable/ussuri,agent-power-off-stable/ussuri,I747e7bd2a341c828006e9f2216c81dbf9a01eec6,agent: do not hard power off if soft power off actually succeeds,MERGED,2020-05-29 07:08:50.000000000,2020-06-29 15:53:46.000000000,2020-06-29 15:51:57.000000000,62,5,0,731669,2860299df1ad577cbf9a9cf6547b43a8638605d3,17,5,1,3,23851,Riccardo Pittau,elfosardo,"agent: do not hard power off if soft power off actually succeeds

Change-Id: I747e7bd2a341c828006e9f2216c81dbf9a01eec6
(cherry picked from commit 0fa282eee7697427d70eef5255c2113397c7d816)
"
openstack%2Fkolla-ansible~master~I730c02331514244e44004aa06e9399c01264c65d,openstack/kolla-ansible,master,,I730c02331514244e44004aa06e9399c01264c65d,Fix etcd protocol configuration,MERGED,2020-06-18 19:25:31.000000000,2020-06-29 15:53:08.000000000,2020-06-29 11:20:27.000000000,20,11,14,736809,a15843222316dc64cc820318ce14151368331beb,53,7,10,7,30810,James Kirsch,generalfuzz,"Fix etcd protocol configuration

The etcd service protocol is currently configured with internal_protocol.
The etcd service is not load balanced by a HAProxy container, so
there is no proxy layer to do TLS termination when internal_protocol
is configured to be ""https"".

Until the etcd service is configured to deploy with native TLS
termination, the etcd uses should be independent of
internal_protocol, and ""http"" by default.

Change-Id: I730c02331514244e44004aa06e9399c01264c65d
Closes-Bug: 1884137
"
openstack%2Fnetworking-l2gw~master~I115f777d3e990587a58ce97a61f59b3480e9270b,openstack/networking-l2gw,master,bug/1883203,I115f777d3e990587a58ce97a61f59b3480e9270b,Fix cleaning vlan_bindings in neutron db when vlan is 0.,MERGED,2020-06-12 05:15:20.000000000,2020-06-29 15:26:32.000000000,2020-06-29 15:26:32.000000000,18,1,4,735285,0c22e5ab19ed0203e3f517341f550e6b01905676,13,3,3,2,19149,fanghuilin,fang,"Fix cleaning vlan_bindings in neutron db when vlan is 0.

Change-Id: I115f777d3e990587a58ce97a61f59b3480e9270b
Closes-bug: #1883203
"
openstack%2Fnetworking-l2gw~master~I6321b612f37bca7b441171814b059eaad03d9f24,openstack/networking-l2gw,master,cleanup-py27-support,I6321b612f37bca7b441171814b059eaad03d9f24,Cleanup py27 support,MERGED,2020-06-09 09:21:19.000000000,2020-06-29 15:15:59.000000000,2020-06-29 15:15:59.000000000,138,192,1,734481,e3ffcc084d1dc4d204d6153849d6780990e6e9b5,13,11,3,20,6547,Andreas Jaeger,jaegerandi,"Cleanup py27 support

This repo is now testing only with Python 3, so let's make
a few cleanups:
- Remove python 2.7 stanza from setup.py
- Add requires on python >= 3.6 to setup.cfg so that pypi and pip
  know about the requirement
- Remove obsolete sections from setup.cfg
- Update classifiers
- Remove install_command from tox.ini, the default is fine
- Remove Babel from requirements, it's not needed for running.
- Remove unused babel.cfg and obsolete openstack-common.conf
- Use TOX_CONSTRAINTS_FILE instead of obsolete UPPER_CONSTRAINTS_FILE.
- Remove six usage
- update to hacking 3.1.0, fix problems found.
- Remove hacking and friends from lower-constraints, they are
  blacklisted

Change-Id: I6321b612f37bca7b441171814b059eaad03d9f24
"
openstack%2Fpython-magnumclient~master~I62987604eab277c05e22c963e76e3b8ab77da336,openstack/python-magnumclient,master,remove-babel,I62987604eab277c05e22c963e76e3b8ab77da336,Remove translation sections from setup.cfg,ABANDONED,2020-06-15 16:33:43.000000000,2020-06-29 14:40:21.000000000,,0,16,0,735637,97afb5a0b3b4130bf9ce307cd404cd5d20d1aa5f,3,1,1,4,26285,wu.chunyang,wu.chunyang,"Remove translation sections from setup.cfg

These translation sections are not needed anymore, Babel can
generate translation files without them.

Remove babel.cfg as well, this is the default role and not needed
anymore.

also remove Babel from requirements[1]
[1] http://lists.openstack.org/pipermail/openstack-discuss/2020-April/014227.html

Change-Id: I62987604eab277c05e22c963e76e3b8ab77da336
"
openstack%2Fproject-config~master~I11098067533de6d2a2e0b942f30b8d475a43cbcc,openstack/project-config,master,finish-retire,I11098067533de6d2a2e0b942f30b8d475a43cbcc,Finish retirement of networking-onos,MERGED,2020-06-26 19:16:15.000000000,2020-06-29 14:38:58.000000000,2020-06-29 14:22:13.000000000,2,17,0,738263,90f3c252504bdfa7b5e999799b320a214496e359,9,4,1,4,6547,Andreas Jaeger,jaegerandi,"Finish retirement of networking-onos

This repos is already retired according to legacy.rst in governance,
remove it now from OpenDev.

Depends-On: https://review.opendev.org/737989
Change-Id: I11098067533de6d2a2e0b942f30b8d475a43cbcc
"
