id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Ffreezer~master~I7f93d92c51441493b7b8f7fcedebf434ddf4f30a,openstack/freezer,master,enable-debug,I7f93d92c51441493b7b8f7fcedebf434ddf4f30a,Enable Debugging while running dsvm,MERGED,2017-04-19 14:10:50.000000000,2017-04-21 16:40:18.000000000,2017-04-21 16:40:18.000000000,5,0,0,458095,82ad70c8a8cf99849d3bf27eef90f06c57114388,18,6,5,1,13940,Saad Zaher,szaher,"Enable Debugging while running dsvm

Change-Id: I7f93d92c51441493b7b8f7fcedebf434ddf4f30a
"
openstack%2Fpatrole~master~Idebe341e2fcb0ee04db979d41df9bef5395af1b5,openstack/patrole,master,improve_docs,Idebe341e2fcb0ee04db979d41df9bef5395af1b5,Improve patrole core documentation,MERGED,2017-04-19 20:13:15.000000000,2017-04-21 16:30:17.000000000,2017-04-21 16:30:17.000000000,204,51,14,458225,7bc35dc0cc28f7045a204ff731660a516e018c0f,18,4,4,6,23186,Felipe Monteiro,felipe.monteiro,"Improve patrole core documentation

Updates patrole's current documentation with improved formatting.
Also updates many sections to add more clarity and detail.

Change-Id: Idebe341e2fcb0ee04db979d41df9bef5395af1b5
"
openstack%2Ftripleo-docs~master~I393d0fd47f9758a154d0517bddcfbb19c4b1ff59,openstack/tripleo-docs,master,deploy-typo-fix,I393d0fd47f9758a154d0517bddcfbb19c4b1ff59,Add export to deployment document for image builds.,MERGED,2017-04-18 19:29:08.000000000,2017-04-21 16:29:51.000000000,2017-04-21 16:29:51.000000000,3,3,0,457780,a6ff894e89ab61d8566b83519df4368d3ff8d6b9,8,4,1,1,1004,Mohammed Naser,mnaser,"Add export to deployment document for image builds.

Change-Id: I393d0fd47f9758a154d0517bddcfbb19c4b1ff59
"
openstack%2Fpatrole~master~I6e9f909e4be5e0be94e910f3a1b0eb22bb74ee38,openstack/patrole,master,heat_post_test_hook,I6e9f909e4be5e0be94e910f3a1b0eb22bb74ee38,Create heat-specific patrole gate,MERGED,2017-04-12 19:43:51.000000000,2017-04-21 16:12:58.000000000,2017-04-21 16:12:58.000000000,40,27,0,456371,a7a2916e6a5f1823e20251d890ca2f99463e17ba,10,3,2,1,23186,Felipe Monteiro,felipe.monteiro,"Create heat-specific patrole gate

Creates a heat-specific patrole gate, because heat's policy.json
uses different roles than most projects: heat_stack_user, in
particular. Two gates will be added:
  - admin heat non-voting gate
  - heat_stack_user heat non-voting gate

This patch updates the post_test_hook to only execute heat
patrole tests if the second argument passed to the script
is ""heat"".

Change-Id: I6e9f909e4be5e0be94e910f3a1b0eb22bb74ee38
Depends-On: I05a53ce80453b7488233bf765951837a3d86209f
"
openstack%2Fopenstack-ansible~stable%2Fmitaka~I16fef88e0914e454fc6e24b7243543956dabb810,openstack/openstack-ansible,stable/mitaka,sha-update,I16fef88e0914e454fc6e24b7243543956dabb810,Update all SHAs for 13.3.19,MERGED,2017-04-13 16:51:35.000000000,2017-04-21 16:11:29.000000000,2017-04-21 16:11:29.000000000,18,18,0,456708,fbafe397808ef3ee3447fe8fefa6ac7e5c6ff144,8,4,1,3,2799,Andy McCrae,andrew-mccrae,"Update all SHAs for 13.3.19

This patch updates all the roles to the latest available stable
SHA's, copies the release notes from the updated roles into the
integrated repo, updates all the OpenStack Service SHA's, and
updates the appropriate python requirements pins.

Change-Id: I16fef88e0914e454fc6e24b7243543956dabb810
Depends-On: Ia2b6746790b12912c6dd8b75936470cdc4ca07d6
"
openstack%2Fopenstack-ansible~stable%2Focata~I3c7e9fb01f3c2f927009ef24cbd47c1c7fda7798,openstack/openstack-ansible,stable/ocata,internal-service-bind,I3c7e9fb01f3c2f927009ef24cbd47c1c7fda7798,"Only bind haproxy to internal IP, repo and galera",MERGED,2017-04-20 17:54:54.000000000,2017-04-21 16:11:13.000000000,2017-04-21 16:11:13.000000000,4,3,0,458601,72e5b3af44fa9787e7d2c17ed5c8d7557b947ab6,7,3,1,1,13095,Marc Gariépy,mgariepy,"Only bind haproxy to internal IP, repo and galera

- bind repo and galera to internal ip.
- disable ssl for repo_all and repo_cache

Change-Id: I3c7e9fb01f3c2f927009ef24cbd47c1c7fda7798
(cherry picked from commit 13a8c273643364e0bcbb2112411f9310d849f547)
"
openstack%2Frpm-packaging~stable%2Focata~Ic4e84b37f4ab37d4232ad510cd92490919dcd1e5,openstack/rpm-packaging,stable/ocata,stable-ocata,Ic4e84b37f4ab37d4232ad510cd92490919dcd1e5,monasca-agent: Fix log dir permissions,MERGED,2017-04-21 13:08:14.000000000,2017-04-21 16:02:10.000000000,2017-04-21 16:01:25.000000000,1,1,0,458829,ec73ab94a022157857625d277d99552597b9938d,12,5,1,1,7102,Thomas Bechtold,toabctl,"monasca-agent: Fix log dir permissions

Change-Id: Ic4e84b37f4ab37d4232ad510cd92490919dcd1e5
"
openstack%2Fpuppet-openstack-integration~master~I9d7853bedd822a9d182f1c5dcd7db85e7cd59c07,openstack/puppet-openstack-integration,master,add-bgpvpn-to-puppet-openstack-ci,I9d7853bedd822a9d182f1c5dcd7db85e7cd59c07,Add BGPVPN API service to scenario004,MERGED,2017-04-11 14:40:34.000000000,2017-04-21 15:59:04.000000000,2017-04-21 15:59:03.000000000,96,66,17,455735,5afe2ee8928eaea7027b1de932b822f2a2b29fb2,60,10,17,5,21626,Ricardo,rnoriega,"Add BGPVPN API service to scenario004

This submission will enable the BGPVPN API
on scenario004 and one of its tempest test.

Change-Id: I9d7853bedd822a9d182f1c5dcd7db85e7cd59c07
Signed-off-by: Ricardo Noriega <rnoriega@redhat.com>
"
openstack%2Finstack-undercloud~master~Ifa2aa352482786d9f015f85352820c27f2128e64,openstack/instack-undercloud,master,bug/1683983,Ifa2aa352482786d9f015f85352820c27f2128e64,Make 'reauthentication_auth_method=trusts' the default,MERGED,2017-04-19 02:03:59.000000000,2017-04-21 15:58:53.000000000,2017-04-21 15:58:53.000000000,1,0,0,457837,b7dd26647b4940fc6a652ddd09b48d1bd5064356,17,4,2,1,8833,Rabi Mishra,rabi,"Make 'reauthentication_auth_method=trusts' the default

When overcloud deployments take more time than
the token expiration time set in keystone, this
default in undercloud would allow for deployment
to continue till timeout.

Depends-on: I247b02a50bb46ce16ca120961dd9c3df3e6026fd

Change-Id: Ifa2aa352482786d9f015f85352820c27f2128e64
Closes-Bug: #1683983
"
openstack%2Fpython-novaclient~stable%2Fnewton~I0dbeb2ff057c0f6bf00d27d4f1e2662e59d046bc,openstack/python-novaclient,stable/newton,use-constraints,I0dbeb2ff057c0f6bf00d27d4f1e2662e59d046bc,Update UPPER_CONSTRAINTS_FILE for stable/newton,MERGED,2017-04-21 13:14:46.000000000,2017-04-21 15:52:33.000000000,2017-04-21 15:52:33.000000000,1,1,0,458837,9c731d51e3d7417cd9ff006d884ba5e57d8bdea6,7,2,1,1,6849,Roman Podoliaka,rpodolyaka,"Update UPPER_CONSTRAINTS_FILE for stable/newton

Not sure why this wasn't done when the u-c were introduced back in
I8be883215f27abb58d15b85e8542cbdf32000bac , but without this unit
tests currently fail due to a newer version of keystoneauth1.

Change-Id: I0dbeb2ff057c0f6bf00d27d4f1e2662e59d046bc
"
