id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fhorizon~master~If277564c8c0c839d821c0ab48bf9bd163171fe4d,openstack/horizon,master,openstack/requirements,If277564c8c0c839d821c0ab48bf9bd163171fe4d,Updated from global requirements,MERGED,2013-10-17 22:22:08.000000000,2013-10-18 05:19:49.000000000,2013-10-18 05:19:49.000000000,1,1,0,52529,b1ceedd83e15b63e870b085099402f40135b9967,7,4,1,1,3,Jenkins,jenkins,"Updated from global requirements

Change-Id: If277564c8c0c839d821c0ab48bf9bd163171fe4d
"
openstack%2Fdevstack~master~I2bf1bfb4a6b409cc04f2d7b94dd58627e0134b71,openstack/devstack,master,remove_useless,I2bf1bfb4a6b409cc04f2d7b94dd58627e0134b71,remove useless step in cleanup_rpc_backend,MERGED,2013-10-14 05:51:20.000000000,2013-10-18 05:01:08.000000000,2013-10-18 05:01:08.000000000,0,4,0,51519,c7a92800c9a2c3b3ed3b7f2a796ab9884a583403,6,4,1,1,8641,DennyZhang,dennyzhang,"remove useless step in cleanup_rpc_backend

It shall not make dir of /var/run/openstack for the cleanup operation.

install_rpc_backend will make the directory, which is covered by another
take care of this.

Change-Id: I2bf1bfb4a6b409cc04f2d7b94dd58627e0134b71
"
openstack%2Fdevstack~master~Ib3cc77686b72311403ccacbd70ae9cf43e6eb4c9,openstack/devstack,master,bug/1238595,Ib3cc77686b72311403ccacbd70ae9cf43e6eb4c9,baremetal: Allow BM_SECOND_MAC to be unset,MERGED,2013-10-11 13:02:46.000000000,2013-10-18 04:54:37.000000000,2013-10-18 04:54:37.000000000,4,2,0,51209,af15d35414abea1e0dd9792d3fffcffab47afc1c,8,4,2,1,3068,Arata Notsu,arata776,"baremetal: Allow BM_SECOND_MAC to be unset

Currently DevStack registers the second nic of the baremetal
node even if BM_SECOND_MAC is not set or empty. However
an interface with an empty mac address causes dhcp to fail
(bug 1238595). And such operation will get to return a error
after the bug is resolved. So we should not register the
second nic if BM_SECOND_MAC is not set.

Related-Bug: #1238595
Change-Id: Ib3cc77686b72311403ccacbd70ae9cf43e6eb4c9
"
openstack%2Fdevstack~master~Ib58738a578c46f2183d503cabfdc6039bfbeb702,openstack/devstack,master,bug/1227750,Ib58738a578c46f2183d503cabfdc6039bfbeb702,Nicira plugin: do not die if NVP gateway IP is missing,MERGED,2013-09-19 16:20:56.000000000,2013-10-18 04:47:46.000000000,2013-10-18 04:47:46.000000000,34,4,2,47414,9732b57e3de7c24cb494c0f923d791a782ca9c9a,28,4,5,1,261,Salvatore Orlando,salvatore-orlando,"Nicira plugin: do not die if NVP gateway IP is missing

Devstack should not die if the IP and prefix len for establishing
a connection to the public network are not provided.
In this case, the public gateway IP address used to configure
Neutron's public network should be used, together with the prefix
length of the public network's CIDR.

This patch also ensures $PUBLIC_BRIDGE is created, even if
Q_USE_DEBUG_COMMAND is disabled. Finally this patch also adds
the teardown operation for restoring the original IP addresses
on the interface used for connectivity to the public network
implemented on the NVP gateway.

Bug #1227750

Change-Id: Ib58738a578c46f2183d503cabfdc6039bfbeb702
"
openstack%2Fdevstack~master~Ide90ef8ac3339bd70d991666ce0d3550a088670b,openstack/devstack,master,rabbit-clean,Ide90ef8ac3339bd70d991666ce0d3550a088670b,refine rabbit cleanup,MERGED,2013-10-14 14:50:20.000000000,2013-10-18 04:43:39.000000000,2013-10-18 04:43:39.000000000,1,1,1,51631,557744faecc2f6701d1babf5060a771069b22e94,14,5,2,1,8641,DennyZhang,dennyzhang,"refine rabbit cleanup

Beside it's good to killall -9 epmd,
if killall epmd fails

Change-Id: Ide90ef8ac3339bd70d991666ce0d3550a088670b
"
openstack%2Fdevstack~master~Ifbc8545f929eb7bbf9b85df889dfd9fa3a96b7c0,openstack/devstack,master,tempest_comparision,Ifbc8545f929eb7bbf9b85df889dfd9fa3a96b7c0,"Fix false negative, when HEAT_CREATE_TEST_IMAGE is unset",MERGED,2013-10-12 03:06:32.000000000,2013-10-18 04:43:00.000000000,2013-10-18 04:43:00.000000000,1,1,1,51336,48e1bab5423b8bfa5c5f48736fa0af99e6f0f8fc,17,7,3,1,8641,DennyZhang,dennyzhang,"Fix false negative, when HEAT_CREATE_TEST_IMAGE is unset

Fix shell variable comparision bug
Closes-Bug: #1239041

Change-Id: Ifbc8545f929eb7bbf9b85df889dfd9fa3a96b7c0
"
openstack%2Fneutron~master~I96fd73b84b4550f85ad96030fea815376901813a,openstack/neutron,master,wsgi_logging,I96fd73b84b4550f85ad96030fea815376901813a,Set wsgi logger to use __name__,MERGED,2013-10-15 01:49:32.000000000,2013-10-18 04:42:52.000000000,2013-10-18 04:42:51.000000000,1,2,1,51765,83ce89f471d887ec9e3aa48c26ffe0d88a1957b1,16,6,2,1,1849,Joe Gordon,jogo,"Set wsgi logger to use __name__

Although underneath this is the eventlet.wsgi.server server, Other
OpenStack projects, don't use that logger instead they use there own.

This will also mean the wsgi server will stop logging on just the
warning level.  We want wsgi server to at least log on info level
so it will log when a request is processed and what the return code is.

Change-Id: I96fd73b84b4550f85ad96030fea815376901813a
"
openstack%2Fopenstack-manuals~stable%2Fhavana~I2cf30fbb634f57a82a11f2a53f7e7ad57d156fe9,openstack/openstack-manuals,stable/havana,havana-bug/sles,I2cf30fbb634f57a82a11f2a53f7e7ad57d156fe9,Fixes for openSUSE/SLES,MERGED,2013-10-18 04:26:18.000000000,2013-10-18 04:41:08.000000000,2013-10-18 04:41:07.000000000,14,3,0,52568,26850345833fc439ca6508a63c198b7d43b4bc45,5,2,1,3,6547,Andreas Jaeger,jaegerandi,"Fixes for openSUSE/SLES

Fixes from testing on SLES, double checked on openSUSE.

Closes-Bug: #1241188

Change-Id: I2cf30fbb634f57a82a11f2a53f7e7ad57d156fe9
"
openstack%2Fopenstack-manuals~master~I2cf30fbb634f57a82a11f2a53f7e7ad57d156fe9,openstack/openstack-manuals,master,sles-fixes,I2cf30fbb634f57a82a11f2a53f7e7ad57d156fe9,Fixes for openSUSE/SLES,MERGED,2013-10-17 19:35:50.000000000,2013-10-18 04:19:16.000000000,2013-10-18 04:19:15.000000000,14,3,0,52486,cee5051c79aee92e2df377c216624c28415ad61f,11,3,4,3,6547,Andreas Jaeger,jaegerandi,"Fixes for openSUSE/SLES

Fixes from testing on SLES, double checked on openSUSE.

Closes-Bug: #1241188

Change-Id: I2cf30fbb634f57a82a11f2a53f7e7ad57d156fe9
"
openstack%2Fopenstack-manuals~master~Ie89fee2a78824331761fded5b16d7cac022f736d,openstack/openstack-manuals,master,bug/mongodbfix,Ie89fee2a78824331761fded5b16d7cac022f736d,Use Cloud Archive for Ubuntu MongoDB install,MERGED,2013-10-17 23:17:11.000000000,2013-10-18 04:19:07.000000000,2013-10-18 04:19:06.000000000,2,12,1,52545,72706952ae91eeb26e532f9b677469370eb034fe,10,3,3,1,612,Tom Fifield,fifieldt,"Use Cloud Archive for Ubuntu MongoDB install

The Havana Cloud Archive
includes MongoDB 2.4.6 which is the latest stable point release for
MongoDB. This patch updates to use that instead of adding an
addition repository.

Change-Id: Ie89fee2a78824331761fded5b16d7cac022f736d
"
