id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fcharm-nova-compute~stable%2F19.10~Icf82fc9e29c68353dcd287b772a0914a7c75c59c,openstack/charm-nova-compute,stable/19.10,bug/1835557-stable/19.10,Icf82fc9e29c68353dcd287b772a0914a7c75c59c,Fix for not restarting subordinate services on managed upgrade,MERGED,2020-01-07 15:40:32.000000000,2020-01-08 17:12:35.000000000,2020-01-08 17:12:35.000000000,31,5,0,701389,762f2d8eb41a404d1694ea7d5b03058c46c98ba0,9,4,1,3,20870,Alex Kavanagh,ajkavanagh,"Fix for not restarting subordinate services on managed upgrade

This fixes the referenced bug by ensuring that the action does initiate
remote restarts for container scoped related units.

Change-Id: Icf82fc9e29c68353dcd287b772a0914a7c75c59c
Closes-Bug:#1835557
"
openstack%2Fhorizon~master~I0685993b6c43e64a66a19fb0dd8857ab69998127,openstack/horizon,master,cap-django,I0685993b6c43e64a66a19fb0dd8857ab69998127,Cap Django again,MERGED,2020-01-07 05:28:07.000000000,2020-01-08 17:08:16.000000000,2020-01-08 17:06:32.000000000,1,1,0,701324,79fc46a0642c2844c6da858176d54f16ea204d1f,12,4,2,1,841,Akihiro Motoki,amotoki,"Cap Django again

The detail context on why we need to cap Django version again
is explained in https://review.opendev.org/#/c/701213/.

Change-Id: I0685993b6c43e64a66a19fb0dd8857ab69998127
"
openstack%2Ftripleo-quickstart~master~I57f866eecfe763ed36a517774f339fc88e665c85,openstack/tripleo-quickstart,master,tripleo-operator-ansible,I57f866eecfe763ed36a517774f339fc88e665c85,Fix collections path,MERGED,2020-01-08 00:05:22.000000000,2020-01-08 17:06:47.000000000,2020-01-08 17:05:24.000000000,1,1,0,701480,90a56082b3240caacbd22257ac54cb01e515f325,9,4,1,1,14985,Alex Schultz,mwhahaha,"Fix collections path

The variable is 'ANSIBLE_COLLECTIONS_PATHS'

https://docs.ansible.com/ansible/latest/reference_appendices/config.html#envvar-ANSIBLE_COLLECTIONS_PATHS

Change-Id: I57f866eecfe763ed36a517774f339fc88e665c85
"
openstack%2Fdevstack-plugin-ceph~master~I6b2575b12fdb9636f106b3ca28681e29ad3eb8ac,openstack/devstack-plugin-ceph,master,bp/extend-in-use-rbd-volumes,I6b2575b12fdb9636f106b3ca28681e29ad3eb8ac,Enable extend_attached_volume feature,MERGED,2018-12-07 13:16:07.000000000,2020-01-08 16:51:03.000000000,2020-01-08 16:51:03.000000000,7,0,0,623483,299e958635077c7f0823b91fcfd55a78439139c2,22,7,3,1,11290,Gaudenz Steinlin,gaudenz,"Enable extend_attached_volume feature

I5698e451861828a8b1240d046d1610d8d37ca5a2 introduced support for this
test in Stein so enable the compute feature from Stein onwards.

Blueprint: extend-in-use-rbd-volumes
Change-Id: I6b2575b12fdb9636f106b3ca28681e29ad3eb8ac
"
openstack%2Fdevstack~master~I5c86039208c32c3374d57877b1664809f56ea007,openstack/devstack,master,bug/1844929,I5c86039208c32c3374d57877b1664809f56ea007,DNM: Enable some database connection debug,NEW,2019-10-31 16:11:16.000000000,2020-01-08 16:47:40.000000000,,4,0,0,692402,bf9a70d2b67a9f9e63f436315ada969cb536abbe,17,4,1,1,4393,Dan Smith,danms,"DNM: Enable some database connection debug

Trying to get some more information for bug #1844929

Change-Id: I5c86039208c32c3374d57877b1664809f56ea007
"
openstack%2Fkolla-ansible~master~I718fc16cde2dd177b2a1c2f79b932426034897fe,openstack/kolla-ansible,master,bp/centos-rhel-8,I718fc16cde2dd177b2a1c2f79b932426034897fe,Configure Cinder to use lioadm on CentOS/RHEL 8,MERGED,2019-01-17 12:24:50.000000000,2020-01-08 16:19:31.000000000,2020-01-08 14:12:19.000000000,25,3,6,631479,350bb171ef6abe8412f93fc0c9a9e28ac5eaff1d,47,5,14,5,14826,Mark Goddard,mgoddard,"Configure Cinder to use lioadm on CentOS/RHEL 8

In CentOS/RHEL 8 there is no scsi-target-utils package, nor is it
available in EPEL. It is removed from kolla in [1]. In RHEL 7 and beyond
the LIO kernel subsystem can be used instead of the tgtd daemon.

This change removes support for the SCSI target daemon on CentOS/RHEL 8.
The 'tgtd' image is no longer available for CentOS/RHEL 8.

[1] https://review.openstack.org/#/c/613815/5

Change-Id: I718fc16cde2dd177b2a1c2f79b932426034897fe
Related: blueprint centos-rhel-8
"
openstack%2Fbifrost~master~I3fbd873ee72cb3783bcb77ef14478fea302ffa3a,openstack/bifrost,master,700911,I3fbd873ee72cb3783bcb77ef14478fea302ffa3a,Set apt use to python3.,MERGED,2020-01-02 22:31:09.000000000,2020-01-08 16:08:42.000000000,2020-01-08 16:03:47.000000000,7,7,3,700950,40509c16bc57dbe74d7a6ce2a0d528eb66d2fb72,21,7,4,3,11655,Julia Kreger,jkreger,"Set apt use to python3.

We had python hard coded instead of allowing ansible to autodiscover
the version of python to use. :(

Change-Id: I3fbd873ee72cb3783bcb77ef14478fea302ffa3a
"
openstack%2Fbifrost~master~Id8705dc80137ec27870017b400fd3a6ee5007ebf,openstack/bifrost,master,700911,Id8705dc80137ec27870017b400fd3a6ee5007ebf,Fix/update Vagrant image,MERGED,2020-01-02 16:15:08.000000000,2020-01-08 16:05:46.000000000,2020-01-08 16:03:45.000000000,55,24,3,700911,0ab46209e7f5f586657046b7b86c585ed6c783f3,23,3,8,2,11655,Julia Kreger,jkreger,"Fix/update Vagrant image

Updated vagrant steps to install vagrant with a generic image
and the libvirt provider and Ubuntu Bionic.

Also attempts to update the configuration such that systemd does
not try to continually re-assert the eth0 network IP address which
allows vagrant users to reach the same failure points in setup as
OpenStack CI.

Change-Id: Id8705dc80137ec27870017b400fd3a6ee5007ebf
"
openstack%2Fkolla-ansible~master~I33bea1d0049accd48c61f85c1165bee1e1cf0c87,openstack/kolla-ansible,master,manila_cephfs_driver,I33bea1d0049accd48c61f85c1165bee1e1cf0c87,Change Manila cephfs driver,MERGED,2020-01-08 09:04:54.000000000,2020-01-08 16:02:46.000000000,2020-01-08 15:36:41.000000000,7,1,0,701515,d512ba409d6ec9c6f3218fe409b78fb86fc9d4ce,15,4,2,2,22629,Michal Nasiadka,mnasiadka,"Change Manila cephfs driver

Currently used cephfs driver have been deprecated in Pike [1], change to use
the proper one.

[1]: https://opendev.org/openstack/manila/src/branch/master/releasenotes/notes/rename-cephfs-native-driver-3d9b4e3c6c78ee98.yaml

Closes-Bug: #1858773
Change-Id: I33bea1d0049accd48c61f85c1165bee1e1cf0c87
"
openstack%2Fnova-powervm~master~Id3e072ce424d21888bfb758036eb221391282b19,openstack/nova-powervm,master,,Id3e072ce424d21888bfb758036eb221391282b19,Add Python 3 Train unit tests,NEW,2019-08-12 14:15:10.000000000,2020-01-08 16:01:32.000000000,,3,2,0,675907,b62e796b5dff8d212fd1ecd803600fb69f443674,7,5,1,3,17499,Filippo Inzaghi,qingszhao,"Add Python 3 Train unit tests

This is a mechanically generated patch to ensure unit testing is in place
for all of the Tested Runtimes for Train.

See the Train python3-updates goal document for details:
https://governance.openstack.org/tc/goals/train/python3-updates.html

Change-Id: Id3e072ce424d21888bfb758036eb221391282b19
"
openstack%2Fnova~master~Ib4e1712d9724147ec8bdf90a1294041e62dfb136,openstack/nova,master,bug/1858639,Ib4e1712d9724147ec8bdf90a1294041e62dfb136,Fix excessive runtime of test test_migrate_within_cell,MERGED,2020-01-07 13:50:39.000000000,2020-01-08 15:59:09.000000000,2020-01-08 13:01:12.000000000,2,1,3,701364,7845c0cdd310b5b25275aff239debfd72f7dceb8,18,10,1,1,9708,Balazs Gibizer,gibi,"Fix excessive runtime of test test_migrate_within_cell

The test test_migrate_within_cell functional test takes 160 seconds to
run.

Seems like the cleanup after the test function takes the extra time.
By looking at the test case it starts a migration then if that call
returns 202 the test finishes. So the cleanup and the migration happen
in parallel. By adding a wait for the server to finish migration
removes the excessive run time.

Change-Id: Ib4e1712d9724147ec8bdf90a1294041e62dfb136
Closes-Bug: #1858639
"
openstack%2Fproject-config~master~I351163defa6ef6dc7d474e1e35dd59333828cd28,openstack/project-config,master,add-sushy-cli,I351163defa6ef6dc7d474e1e35dd59333828cd28,Add `sushy-cli` project,MERGED,2020-01-02 16:10:51.000000000,2020-01-08 15:52:21.000000000,2020-01-08 15:52:21.000000000,10,0,13,700909,963695f1c4a76bc34c8eaccb503a9e97a3444512,25,6,5,3,26340,Ilya Etingof,etingof,"Add `sushy-cli` project

Added Redfish CLI client built on top of sushy library to talk
to Redfish BMC from command line.

Mostly intended for developers, testers and frustrated operators.

Change-Id: I351163defa6ef6dc7d474e1e35dd59333828cd28
Needed-By: https://review.opendev.org/700914
"
openstack%2Fproject-config~master~I66b25e9188d1f7de2515a410df88340dd0484708,openstack/project-config,master,ozj,I66b25e9188d1f7de2515a410df88340dd0484708,Add ozj to docs site,MERGED,2020-01-06 16:20:08.000000000,2020-01-08 15:51:00.000000000,2020-01-08 15:48:44.000000000,2,0,0,701244,7762934877ddd4801eec449e92fa4902db151376,8,3,1,1,6547,Andreas Jaeger,jaegerandi,"Add ozj to docs site

We publish openstack-zuul-jobs to
https://docs.openstack.org/infra/openstack-zuul-jobs/ , let's link to it
from the infra page docs.o.o/infra

Change-Id: I66b25e9188d1f7de2515a410df88340dd0484708
"
openstack%2Fheat-tempest-plugin~master~I8a2b9dab3231ff31b152a88cf6ccbf1695b3f3a0,openstack/heat-tempest-plugin,master,test,I8a2b9dab3231ff31b152a88cf6ccbf1695b3f3a0,[TEST][DMT] test branch_override env,ABANDONED,2020-01-07 06:12:23.000000000,2020-01-08 15:34:29.000000000,,2,12,3,701328,769a07c943713136f74d9939e7fb464a2ee4b655,17,1,8,1,12404,Rico Lin,rico.lin,"[TEST][DMT] test branch_override env

Depends-On: https://review.opendev.org/700854

Change-Id: I8a2b9dab3231ff31b152a88cf6ccbf1695b3f3a0
"
