id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fpuppet-nova~stable%2Fhavana~I184b91d174ae688c2d4d384463eeccf3f00918fe,openstack/puppet-nova,stable/havana,,I184b91d174ae688c2d4d384463eeccf3f00918fe,Release 3.0.0,MERGED,2014-01-09 22:13:17.000000000,2014-01-13 19:49:26.000000000,2014-01-13 19:49:26.000000000,2,1,0,65797,b1fd5f9f0d2211872810164cfa4ad7f3c5ad4ca3,5,2,1,2,7822,Chris Hoge (not involved in upstream development),hogepodge,"Release 3.0.0

Updated Modulefile and README for release 3.0.0.

Change-Id: I184b91d174ae688c2d4d384463eeccf3f00918fe
"
openstack%2Fpuppet-neutron~stable%2Fhavana~Ie064b8d1de327b68592e1ac443d7259772df47f6,openstack/puppet-neutron,stable/havana,,Ie064b8d1de327b68592e1ac443d7259772df47f6,Release 3.0.0,MERGED,2014-01-09 22:10:56.000000000,2014-01-13 19:48:40.000000000,2014-01-13 19:48:40.000000000,1,1,0,65796,0c0b2665f86a8fd3c2daace566155e2cc544594e,5,2,1,1,7822,Chris Hoge (not involved in upstream development),hogepodge,"Release 3.0.0

Updated Modulefile for release 3.0.0

Change-Id: Ie064b8d1de327b68592e1ac443d7259772df47f6
"
openstack%2Fpuppet-keystone~stable%2Fhavana~I67ccf456109f2a32513c06f0615f1fbf0c231002,openstack/puppet-keystone,stable/havana,,I67ccf456109f2a32513c06f0615f1fbf0c231002,Release 3.0.0-rc3,MERGED,2014-01-09 22:09:32.000000000,2014-01-13 19:48:09.000000000,2014-01-13 19:48:09.000000000,5,1,0,65795,109ff0d8602f14cfa88688653962cd16630c9512,5,2,1,2,7822,Chris Hoge (not involved in upstream development),hogepodge,"Release 3.0.0-rc3

Updated Modulefile and README.md for release 3.0.0-rc3

Change-Id: I67ccf456109f2a32513c06f0615f1fbf0c231002
"
openstack%2Fopenstack-manuals~master~I6cdf5cd107383688192ede6d08a4f18f4c51eb87,openstack/openstack-manuals,master,language-bindings,I6cdf5cd107383688192ede6d08a4f18f4c51eb87,Update docs.o.o/developer/language-bindings.html,MERGED,2014-01-12 20:12:09.000000000,2014-01-13 19:48:02.000000000,2014-01-13 19:48:02.000000000,20,4,2,66220,f5eda3bed74953c701e764e3a3f907f4ebf3a5be,9,4,2,2,6547,Andreas Jaeger,jaegerandi,"Update docs.o.o/developer/language-bindings.html

Remove obsolete link to API Quick Guide, replace it with links
to User Guide and Admin User Guide

Add Heat and Ceilometer clients

Redirect python-quantumclient documentation to python-neutronclient

Change-Id: I6cdf5cd107383688192ede6d08a4f18f4c51eb87
"
openstack%2Fopenstack-manuals~master~I5ab35042afdb4c76490b5a1c460e875c11ea24d8,openstack/openstack-manuals,master,bug/1263719,I5ab35042afdb4c76490b5a1c460e875c11ea24d8,Clarified example architectures,MERGED,2014-01-13 14:46:11.000000000,2014-01-13 19:47:55.000000000,2014-01-13 19:47:54.000000000,7,7,0,66341,9bce2757114e53a7cc9f54ecc23dd4e3597e6e90,6,3,1,1,9515,Matthew Kassawara,ionosphere80,"Clarified example architectures

Updated the associated 'master' patch after review cycle changes to
the 'havana' patch.

Change-Id: I5ab35042afdb4c76490b5a1c460e875c11ea24d8
Partial-Bug: #1263719
"
openstack%2Fpuppet-horizon~stable%2Fhavana~I880424118e845491db6af2d068970addbd65706a,openstack/puppet-horizon,stable/havana,,I880424118e845491db6af2d068970addbd65706a,Release 3.0.0-rc3,MERGED,2014-01-09 22:05:32.000000000,2014-01-13 19:47:20.000000000,2014-01-13 19:47:20.000000000,4,1,0,65794,1383af3e837e76e3f23107ec30ce7603eb1709fe,5,2,1,2,7822,Chris Hoge (not involved in upstream development),hogepodge,"Release 3.0.0-rc3

Updated Modulefile for release 3.0.0-rc3

Change-Id: I880424118e845491db6af2d068970addbd65706a
"
openstack%2Fpuppet-glance~stable%2Fhavana~I2a432aa0d7e5db32eece0a97d6a29985df64cb32,openstack/puppet-glance,stable/havana,,I2a432aa0d7e5db32eece0a97d6a29985df64cb32,Release 3.0.0,MERGED,2014-01-09 22:00:04.000000000,2014-01-13 19:46:52.000000000,2014-01-13 19:46:52.000000000,1,1,0,65791,6d244896ec23efee70e06ad9cc6ef11ad94b38fc,5,2,1,1,7822,Chris Hoge (not involved in upstream development),hogepodge,"Release 3.0.0

Updated Modulefile for release 3.0.0

Change-Id: I2a432aa0d7e5db32eece0a97d6a29985df64cb32
"
openstack%2Fpuppet-cinder~stable%2Fhavana~Iee8439843810d234f2c68e8f59086c2f88eaaeef,openstack/puppet-cinder,stable/havana,,Iee8439843810d234f2c68e8f59086c2f88eaaeef,Release 3.0.0,MERGED,2014-01-09 21:33:03.000000000,2014-01-13 19:46:13.000000000,2014-01-13 19:46:13.000000000,1,1,0,65780,b82cdcc2348b5cc1527e373b7f88116339077cd1,5,2,1,1,7822,Chris Hoge (not involved in upstream development),hogepodge,"Release 3.0.0

Updated Modulefile for release 3.0.0

Change-Id: Iee8439843810d234f2c68e8f59086c2f88eaaeef
"
openstack%2Fnova~master~Iab81299f0ce32a14e46aee0fd389ed29f7e503b8,openstack/nova,master,bug/1260123,Iab81299f0ce32a14e46aee0fd389ed29f7e503b8,libvirt: Fix infinite loop waiting for block job,MERGED,2013-12-19 22:04:43.000000000,2014-01-13 19:31:21.000000000,2014-01-13 19:31:18.000000000,22,1,2,63221,e3ac20fca7494122a4c0ed2edc00377aa92cb49d,22,8,4,3,4523,Eric Harney,eharney,"libvirt: Fix infinite loop waiting for block job

Libvirt may return an empty dict when a block job has completed.
In this case, _wait_for_block_job will return True, causing
its callers to loop.

Affects volume_snapshot_delete, swap_volume, and live_snapshot.

(See http://libvirt.org/git/?p=libvirt.git;a=commit;h=0f9e67bf )

Closes-Bug: #1260123
Change-Id: Iab81299f0ce32a14e46aee0fd389ed29f7e503b8
"
openstack%2Fswift~master~Iad37d4979a1b7c45c0e3d1b83336dbcf7a68a0c9,openstack/swift,master,affinity-warning,Iad37d4979a1b7c45c0e3d1b83336dbcf7a68a0c9,Warn if read_affinity is configured but not enabled,MERGED,2014-01-09 01:27:01.000000000,2014-01-13 19:31:09.000000000,2014-01-13 19:31:08.000000000,14,4,0,65588,5196eae0f1a91f7d2d0ddbd2136251bd714e9723,6,3,1,2,2622,Samuel Merritt,torgomatic,"Warn if read_affinity is configured but not enabled

To get the proxy's read affinity to work, you have to set both
""read_affinity = <stuff>"" and ""sorting_method = affinity"" in the proxy
config. If you set the first but not the second, then you don't get
read affinity, and Swift doesn't help you determine why not.

Now the proxy will emit a warning message if read_affinity is set but
sorting_method is a value other than ""affinity"", so if you check your
logs to see why it isn't working, you'll get a hint.

Note that the message comes out twice per proxy process, so with 2
workers you'll see the warning 6 times on startup (2 for master + 2 *
2 per worker). It's sort of annoying, but at least it's not
per-request.

Bonus docstring fix: remove a sentence that's not true

Change-Id: Iad37d4979a1b7c45c0e3d1b83336dbcf7a68a0c9
"
