id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fopenstack-ansible-ops~master~I0dbf15e651187da5c0b3ce55ec24a17cc4b54a98,openstack/openstack-ansible-ops,master,,I0dbf15e651187da5c0b3ce55ec24a17cc4b54a98,Add upper-constraints.txt to releasenotes tox environment,ABANDONED,2019-01-09 19:03:18.000000000,2019-01-09 19:22:05.000000000,,3,1,0,629639,d8f8bc4e2fa05a4ba159afe9188c4fd60245cf1f,3,1,1,1,28935,98k,98k,"Add upper-constraints.txt to releasenotes tox environment

Without these dependencies, the releasenotes build does not actually
work.

Change-Id: I0dbf15e651187da5c0b3ce55ec24a17cc4b54a98
"
openstack%2Fopenstack-ansible-lxc_container_create~master~I603ad78d9049cb01f6f3c1b5f131741704b2e2cc,openstack/openstack-ansible-lxc_container_create,master,,I603ad78d9049cb01f6f3c1b5f131741704b2e2cc,Add upper-constraints.txt to releasenotes tox environment,ABANDONED,2019-01-09 18:50:14.000000000,2019-01-09 19:22:03.000000000,,3,1,0,629629,3428ed60e325b97c76b56ea48353ac2df9765a32,3,1,1,1,28935,98k,98k,"Add upper-constraints.txt to releasenotes tox environment

Without these dependencies, the releasenotes build does not actually
work.

Change-Id: I603ad78d9049cb01f6f3c1b5f131741704b2e2cc
"
openstack%2Fopenstack-ansible-openstack_openrc~master~I03d8ff2fff3550981b136c304d0c21b8d6f10915,openstack/openstack-ansible-openstack_openrc,master,,I03d8ff2fff3550981b136c304d0c21b8d6f10915,Add upper-constraints.txt to releasenotes tox environment,ABANDONED,2019-01-09 19:01:54.000000000,2019-01-09 19:22:01.000000000,,3,1,0,629638,23bb6ab95b7beac741d5dadcc2825163e1d51bc1,3,1,1,1,28935,98k,98k,"Add upper-constraints.txt to releasenotes tox environment

Without these dependencies, the releasenotes build does not actually
work.

Change-Id: I03d8ff2fff3550981b136c304d0c21b8d6f10915
"
openstack%2Fopenstack-ansible-nspawn_container_create~master~I155f1512d35b97adb39df2f78d8d22a9f2a87fd0,openstack/openstack-ansible-nspawn_container_create,master,,I155f1512d35b97adb39df2f78d8d22a9f2a87fd0,Add upper-constraints.txt to releasenotes tox environment,ABANDONED,2019-01-09 18:54:45.000000000,2019-01-09 19:21:59.000000000,,3,1,0,629632,388a9ea415d614e4937d32e59a023e17e7ef0497,3,1,1,1,28935,98k,98k,"Add upper-constraints.txt to releasenotes tox environment

Without these dependencies, the releasenotes build does not actually
work.

Change-Id: I155f1512d35b97adb39df2f78d8d22a9f2a87fd0
"
openstack%2Freleases~master~Ifaf8438c3c741c4e5ba1bc0e6ff18a7c97f2c074,openstack/releases,master,odt-1-28-1,Ifaf8438c3c741c4e5ba1bc0e6ff18a7c97f2c074,openstackdocstheme 1.28.1,MERGED,2019-01-07 15:45:39.000000000,2019-01-09 19:16:42.000000000,2019-01-09 19:16:42.000000000,4,0,0,629003,444574cc375411e77a908705955888c033dd5ef7,12,6,1,1,2472,Doug Hellmann,doug-hellmann,"openstackdocstheme 1.28.1

Change-Id: Ifaf8438c3c741c4e5ba1bc0e6ff18a7c97f2c074
Signed-off-by: Doug Hellmann <doug@doughellmann.com>
"
openstack%2Fcinder~master~I89471fd2737d0b21ce029a6ad7ed43a6e8bf4810,openstack/cinder,master,bp/add-volume-re-image-api,I89471fd2737d0b21ce029a6ad7ed43a6e8bf4810,Extract copy_image_to_volume into volume utils,MERGED,2018-10-25 11:31:57.000000000,2019-01-09 19:13:18.000000000,2018-12-25 04:26:41.000000000,88,90,4,613280,7f2961f439efaf799a445c34ec6586167a6c96d0,194,45,6,5,20722,Yikun Jiang,yikunkero,"Extract copy_image_to_volume into volume utils

The ""_copy_image_to_volume"" method is a common function to
copy image to volume.

This also can be used by re-image interface, this patch
extract them into volume utils.

part of blueprint: add-volume-re-image-api

Change-Id: I89471fd2737d0b21ce029a6ad7ed43a6e8bf4810
"
openstack%2Freleases~master~Ia9b3626da74953bda42a4a5ebe861b2ca34ffc08,openstack/releases,master,release_stable_rocky,Ia9b3626da74953bda42a4a5ebe861b2ca34ffc08,"Release vitrage, python-vitrageclient and vitrage-dashboard for Stein",MERGED,2019-01-09 12:57:11.000000000,2019-01-09 19:11:45.000000000,2019-01-09 19:11:45.000000000,16,2,3,629473,a3828278efb29fd4b085c07f536322894d4e8e8b,11,4,1,3,19159,Ifat Afek,ifat_afek,"Release vitrage, python-vitrageclient and vitrage-dashboard for Stein

Change-Id: Ia9b3626da74953bda42a4a5ebe861b2ca34ffc08
"
openstack%2Foslo.db~master~I96e67b9d57710d707328a514d837bfe95d976ce4,openstack/oslo.db,master,cd/py36-lower-constraints,I96e67b9d57710d707328a514d837bfe95d976ce4,Use template for lower-constraints,MERGED,2018-12-20 19:11:19.000000000,2019-01-09 19:04:36.000000000,2019-01-09 19:04:36.000000000,6,11,0,626647,d65c3709b99803d7182f2a66a61a0bf9a9446e0e,8,3,1,1,6547,Andreas Jaeger,jaegerandi,"Use template for lower-constraints

Small cleanups:

* Use openstack-lower-constraints-jobs template, remove individual
  jobs.
* Sort list of templates

Change-Id: I96e67b9d57710d707328a514d837bfe95d976ce4
Needed-By: https://review.openstack.org/623229
"
openstack%2Fswift~master~I198c5196e0221a72b14597a06e5ce3c4b2bbf436,openstack/swift,master,bug/1636663,I198c5196e0221a72b14597a06e5ce3c4b2bbf436,Add slo_manifest_hook callback,MERGED,2018-10-11 23:52:14.000000000,2019-01-09 18:47:11.000000000,2019-01-09 17:56:40.000000000,62,0,11,609860,284bbdd391b24823f1f1154577b2b68575e7f7e9,22,5,4,2,15343,Tim Burke,tburke,"Add slo_manifest_hook callback

... to allow other middlewares to impose additional constraints on
or make edits to SLO manifests before being written.

The callback takes a single argument: the python list that represents
the manifest to be written. All the normal list operations listed at
https://docs.python.org/2/library/stdtypes.html#mutable-sequence-types
are available to make changes to that before SLO serializes it as JSON.

The callback may return a list of problematic segments; each item in the
list should be a tuple of

    (quoted object name, description of problem)

This will be useful both for s3api minimum segment size validation and
creating tar large objects.

Change-Id: I198c5196e0221a72b14597a06e5ce3c4b2bbf436
Related-Bug: #1636663
"
openstack%2Fpython-aodhclient~master~I6b57562126b58f1dc45faa9cf627daf182c2cc57,openstack/python-aodhclient,master,,I6b57562126b58f1dc45faa9cf627daf182c2cc57,Add doc/requirements.txt to releasenotes tox environment,NEW,2019-01-09 18:28:18.000000000,2019-01-09 18:41:12.000000000,,3,0,0,629620,d6fc7bcd494a03a1b290c784771225cd70991d00,2,1,1,1,28935,98k,98k,"Add doc/requirements.txt to releasenotes tox environment

Without these dependencies, the releasenotes build does not actually
work.

Change-Id: I6b57562126b58f1dc45faa9cf627daf182c2cc57
"
