id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fnova~master~I972e1d79e570d57baac613e56570b49e1b1da28d,openstack/nova,master,I972e1d79e570d57baac613e56570b49e1b1da28d,Remove downgrade support from the cellsv2 api db,MERGED,2015-04-20 19:52:27.000000000,2015-04-27 23:27:49.000000000,2015-04-23 16:43:31.000000000,1,24,0,175551,05120edf92627ff7ad20a928f8b94568031556c9,bp/nova-no-downward-sql-migration,25,14,2,3,5441,Andrew Laski,alaski,"Remove downgrade support from the cellsv2 api db

The TC approved a cross project spec to stop putting db downgrade into
project migration repos:
https://github.com/openstack/openstack-specs/blob/master/specs/no-downward-sql-migration.rst
This was done after quite a bit of feedback from the operator community,
and everyone was good with it.

This implements that spec for Nova, adjust the tests to pass
accordingly, and changes the test which requires downgrade functions
to one that prohibits them.

Implements bp nova-no-downward-sql-migration

Change-Id: I972e1d79e570d57baac613e56570b49e1b1da28d
"
openstack%2Fpython-magnumclient~master~I7bf01dc6ea60811c2235e61187a8f97458acc3ec,openstack/python-magnumclient,master,I7bf01dc6ea60811c2235e61187a8f97458acc3ec,Log the correct url in debug mode,MERGED,2015-04-27 03:31:10.000000000,2015-04-27 23:17:15.000000000,2015-04-27 23:17:15.000000000,1,1,0,177639,e0c2ad4687b8e1c99f8d40cc32696b7f6125800e,bug/1448839,7,3,1,1,12927,Lan Qi song,lqisong,"Log the correct url in debug mode

Change-Id: I7bf01dc6ea60811c2235e61187a8f97458acc3ec
Closes-Bug: #1448839
"
openstack-attic%2Fakanda~master~I59fb5aa9a646f0f5a18b78baee45ffd65e62d1d5,openstack-attic/akanda,master,I59fb5aa9a646f0f5a18b78baee45ffd65e62d1d5,Create akanda specs structure,MERGED,2015-04-27 22:45:45.000000000,2015-04-27 23:13:43.000000000,2015-04-27 23:13:42.000000000,611,0,0,177995,8c038770c186a2d6809d7698b88d4b451aa02b77,bp/details,7,3,1,5,6923,Sean Roberts,seanrob,"Create akanda specs structure

adds simple specs layout and files to support project
blueprint details.

Partially Implements: blueprint documentation-update

Change-Id: I59fb5aa9a646f0f5a18b78baee45ffd65e62d1d5
"
openstack%2Fcue~master~Ia2cefe2bbc9f9db36deb7c7f55cf1497e51f1008,openstack/cue,master,Ia2cefe2bbc9f9db36deb7c7f55cf1497e51f1008,Add additional network interface so you can communicate with vm,ABANDONED,2015-02-26 17:06:35.000000000,2015-04-27 23:09:25.000000000,,2,0,1,159543,94a859bf7da26cd84790c6a52ea436080c07d100,apache2,8,3,3,1,395,Endre Karlson,endre-karlson,"Add additional network interface so you can communicate with vm

Change-Id: Ia2cefe2bbc9f9db36deb7c7f55cf1497e51f1008
"
openstack-attic%2Fakanda~master~I53cdf73b81054e3ef754075b7d17ce2617d5a164,openstack-attic/akanda,master,I53cdf73b81054e3ef754075b7d17ce2617d5a164,Document the HTTP interface to `rug-ctl`.,MERGED,2015-04-24 19:06:00.000000000,2015-04-27 22:55:43.000000000,2015-04-27 22:55:43.000000000,11,0,0,177383,66a368f20caa97e052502b7ab35179ef5da26223,,10,3,1,1,8005,Ryan Petrello,ryanpetrello,"Document the HTTP interface to `rug-ctl`.

Change-Id: I53cdf73b81054e3ef754075b7d17ce2617d5a164
"
openstack%2Fmonasca-notification~master~I387d3227e91aaab0313e03d859cb78f0f2b704e3,openstack/monasca-notification,master,I387d3227e91aaab0313e03d859cb78f0f2b704e3,Add underscore to password config,MERGED,2015-04-27 21:18:36.000000000,2015-04-27 22:34:44.000000000,2015-04-27 22:34:43.000000000,1,1,0,177973,ee6f2b5d8dd98c7864d4b2f7dd7b08419135c374,,7,3,1,1,2419,Roland Hochmuth,roland-hochmuth-s,"Add underscore to password config

Change-Id: I387d3227e91aaab0313e03d859cb78f0f2b704e3
"
openstack%2Fkolla~master~I36e01d42ec283651babbb59268452a65e644626e,openstack/kolla,master,I36e01d42ec283651babbb59268452a65e644626e,Add a conf-novanet to configure nova,MERGED,2015-04-02 22:35:39.000000000,2015-04-27 22:27:33.000000000,2015-04-27 22:27:33.000000000,61,18,11,170306,fbee7e842f4592df6aa6b63d3405cc1d8369aa86,,28,9,6,3,2834,Steven Dake,sdake,"Add a conf-novanet to configure nova

Configure nova networking and nova quotas to allow 40 m1.small
instances to run.  Checks for keystone credentials set.  May only
be run once.

Change-Id: I36e01d42ec283651babbb59268452a65e644626e
"
openstack%2Fpython-ironicclient~master~Ia34957922006da5ecbbfc7483040d67ac51f0ada,openstack/python-ironicclient,master,Ia34957922006da5ecbbfc7483040d67ac51f0ada,Ensure *-show input uuid is not empty,MERGED,2015-04-11 03:39:59.000000000,2015-04-27 22:26:52.000000000,2015-04-24 15:22:28.000000000,81,0,30,172618,cec37d5a67b2500263e033b7241606174513a38f,bug/1442436,80,12,17,7,8106,"Haomeng,Wang",whaom,"Ensure *-show input uuid is not empty

Ironic *-show does not ensure that uuid are not empty.

This patch adds checks to the client to ensure that command line
arguments are not empty strings or only whitespace. It will raise
a command exception if *-show command line argument is an empty
string or only whitespace.

Change-Id: Ia34957922006da5ecbbfc7483040d67ac51f0ada
Closes-Bug: 1442436
"
openstack%2Fpython-ironicclient~stable%2Fkilo~I5ad1292a77da634d3daa9583c5b4a495f1d8c450,openstack/python-ironicclient,stable/kilo,I5ad1292a77da634d3daa9583c5b4a495f1d8c450,backport the bug #1437147 fix to stable/kilo,ABANDONED,2015-04-27 03:34:00.000000000,2015-04-27 22:25:52.000000000,,3,1,3,177640,cf440a5aafccbc9e4691650c3a464900353f4309,bug/1437147,9,4,2,1,8106,"Haomeng,Wang",whaom,"backport the bug #1437147 fix to stable/kilo

Encode exception on cli for UnicodeDecodeError

cli did not handle output exception which is encoded,this patch
implements the shell encoding for exception output.

Change-Id: I5ad1292a77da634d3daa9583c5b4a495f1d8c450
"
openstack%2Fopenstack-ansible~master~I53f61bda9693f5515334ae4b9555efc21768adc4,openstack/openstack-ansible,master,I53f61bda9693f5515334ae4b9555efc21768adc4,Fixed typo in cinder backup config,MERGED,2015-04-27 15:19:09.000000000,2015-04-27 22:19:40.000000000,2015-04-27 22:19:39.000000000,1,1,0,177815,677abdefdfb8cf2f710a28d1219d1406925f6e9b,bug/1449004,15,7,1,1,7353,Kevin Carter,cloudnull,"Fixed typo in cinder backup config

This changes the variable ""cinder_backup_driver"" to
""cinder_service_backup_driver"" which will resolve the issue where the
backup service is unusable.

Change-Id: I53f61bda9693f5515334ae4b9555efc21768adc4
Closes-Bug: 1449004
"
