id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fopenstack-ansible-os_rally~master~I5986a6588788b09501935fcd0fc18b96531bdca2,openstack/openstack-ansible-os_rally,master,I5986a6588788b09501935fcd0fc18b96531bdca2,Remove 'ignore_errors: true' in favor of 'failed_when: false',MERGED,2016-10-14 21:46:07.000000000,2016-10-17 13:08:39.000000000,2016-10-17 13:08:39.000000000,3,3,0,386816,4cd19d9ce8e90084d779956ee25a2ed41e37b9ea,bug/1633438,7,3,1,2,7353,Kevin Carter,cloudnull,"Remove 'ignore_errors: true' in favor of 'failed_when: false'

This change removes the use of 'ignore_errors: true' because it causes deployers
to see red output and a stacktrace, which traditionally means something is broken,
even when the failure is known to have a fall back option or be intentional. This
conversion will provide a generally cleaner interface.

It should be noted that the 'failed' filter will still function normally. Tasks
with the 'failed_when: false' option will still be marked as 'failed' in any
registered variable. This change simply makes the output look cleaner.

Change-Id: I5986a6588788b09501935fcd0fc18b96531bdca2
Closes-Bug: #1633438
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Fopenstack-ansible-os_zaqar~master~Iafffee89b2629643799efd1e2fa233de9ca281f6,openstack/openstack-ansible-os_zaqar,master,Iafffee89b2629643799efd1e2fa233de9ca281f6,Remove 'ignore_errors: true' in favor of 'failed_when: false',MERGED,2016-10-14 21:46:44.000000000,2016-10-17 13:06:41.000000000,2016-10-17 13:06:41.000000000,1,1,0,386824,6a2d0be83a12ae091b90705a8d154302d434464f,bug/1633438,7,3,1,1,7353,Kevin Carter,cloudnull,"Remove 'ignore_errors: true' in favor of 'failed_when: false'

This change removes the use of 'ignore_errors: true' because it causes deployers
to see red output and a stacktrace, which traditionally means something is broken,
even when the failure is known to have a fall back option or be intentional. This
conversion will provide a generally cleaner interface.

It should be noted that the 'failed' filter will still function normally. Tasks
with the 'failed_when: false' option will still be marked as 'failed' in any
registered variable. This change simply makes the output look cleaner.

Change-Id: Iafffee89b2629643799efd1e2fa233de9ca281f6
Closes-Bug: #1633438
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Fopenstack-ansible-os_heat~stable%2Fnewton~I3624bd17995f00f63fe1243f4ea22db4b74832f4,openstack/openstack-ansible-os_heat,stable/newton,I3624bd17995f00f63fe1243f4ea22db4b74832f4,Use dictionary for service group mappings,MERGED,2016-10-14 13:43:46.000000000,2016-10-17 13:06:36.000000000,2016-10-17 13:06:36.000000000,77,127,0,386621,ea449fab8e9f744faf7472e3b9a3b51741405b21,service_init_mapping,8,3,1,11,6816,Jesse Pretorius,jesse-pretorius,"Use dictionary for service group mappings

Change the 'heat_service_names' from a list to a dictionary mapping
of services, groups that install those services. This brings the
method into line with that used in the os_neutron role in order to
implement a more standardised method.

The init tasks have been updated to run once and loop through this
mapping rather than being included multiple times and re-run against
each host. This may potentially reduce role run times.

Currently the reload of upstart/systemd scripts may not happen if
only one script changes as the task uses a loop with only one result
register. This patch implements handlers to reload upstart/systemd
scripts to ensure that this happens when any one of the scripts
change.

The handler to reload the services now only tries to restart the
service if the host is in the group for the service according to the
service group mapping. This allows us to ensure that handler
failures are no longer ignored and that no execution time is wasted
trying to restart services which do not exist on the host.

Finally:
- Common variables shared by each service's template files have
  been updated to use the service namespaced variables.
- Unused handlers have been removed.
- Unused variables have been removed.

Combined backport of:
- https://review.openstack.org/378934
- https://review.openstack.org/380461

Change-Id: I3624bd17995f00f63fe1243f4ea22db4b74832f4
(cherry picked from commit 59e6ad589b189afeec626d41403e2caeed7b227c)
"
openstack%2Fopenstack-ansible-lxc_container_create~master~Ia5c6d38a33e96c969116606859a9a60c6a79a663,openstack/openstack-ansible-lxc_container_create,master,Ia5c6d38a33e96c969116606859a9a60c6a79a663,Remove 'ignore_errors: true' in favor of 'failed_when: false',MERGED,2016-10-14 21:44:12.000000000,2016-10-17 13:06:23.000000000,2016-10-17 13:06:23.000000000,1,1,0,386797,9db66dbee7841453fac12df52cfe6e33f4f64fde,bug/1633438,7,3,1,1,7353,Kevin Carter,cloudnull,"Remove 'ignore_errors: true' in favor of 'failed_when: false'

This change removes the use of 'ignore_errors: true' because it causes deployers
to see red output and a stacktrace, which traditionally means something is broken,
even when the failure is known to have a fall back option or be intentional. This
conversion will provide a generally cleaner interface.

It should be noted that the 'failed' filter will still function normally. Tasks
with the 'failed_when: false' option will still be marked as 'failed' in any
registered variable. This change simply makes the output look cleaner.

Change-Id: Ia5c6d38a33e96c969116606859a9a60c6a79a663
Closes-Bug: #1633438
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Fopenstack-ansible-os_gnocchi~master~I73eb17072f243d3a14eee148ec8205bc1aee71f8,openstack/openstack-ansible-os_gnocchi,master,I73eb17072f243d3a14eee148ec8205bc1aee71f8,Remove 'ignore_errors: true' in favor of 'failed_when: false',MERGED,2016-10-14 21:45:20.000000000,2016-10-17 13:06:13.000000000,2016-10-17 13:06:13.000000000,1,1,0,386808,4c438e8f135bb9b0d517f15953506052f9d8bf3c,bug/1633438,7,3,1,1,7353,Kevin Carter,cloudnull,"Remove 'ignore_errors: true' in favor of 'failed_when: false'

This change removes the use of 'ignore_errors: true' because it causes deployers
to see red output and a stacktrace, which traditionally means something is broken,
even when the failure is known to have a fall back option or be intentional. This
conversion will provide a generally cleaner interface.

It should be noted that the 'failed' filter will still function normally. Tasks
with the 'failed_when: false' option will still be marked as 'failed' in any
registered variable. This change simply makes the output look cleaner.

Change-Id: I73eb17072f243d3a14eee148ec8205bc1aee71f8
Closes-Bug: #1633438
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Fopenstack-ansible-os_trove~master~Ic24c9ee327c7293753dd7b7fba4cde1987722f5f,openstack/openstack-ansible-os_trove,master,Ic24c9ee327c7293753dd7b7fba4cde1987722f5f,Remove 'ignore_errors: true' in favor of 'failed_when: false',MERGED,2016-10-14 21:46:32.000000000,2016-10-17 13:05:17.000000000,2016-10-17 13:05:17.000000000,1,1,0,386822,91c6088783da7312a5c10a00b9e925c42a6e4601,bug/1633438,7,3,1,1,7353,Kevin Carter,cloudnull,"Remove 'ignore_errors: true' in favor of 'failed_when: false'

This change removes the use of 'ignore_errors: true' because it causes deployers
to see red output and a stacktrace, which traditionally means something is broken,
even when the failure is known to have a fall back option or be intentional. This
conversion will provide a generally cleaner interface.

It should be noted that the 'failed' filter will still function normally. Tasks
with the 'failed_when: false' option will still be marked as 'failed' in any
registered variable. This change simply makes the output look cleaner.

Change-Id: Ic24c9ee327c7293753dd7b7fba4cde1987722f5f
Closes-Bug: #1633438
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Fopenstack-ansible-galera_server~master~I2a40fa9a0da45602a76f2d56611971fcf4063512,openstack/openstack-ansible-galera_server,master,I2a40fa9a0da45602a76f2d56611971fcf4063512,Remove 'ignore_errors: true' in favor of 'failed_when: false',MERGED,2016-10-14 21:44:01.000000000,2016-10-17 13:03:43.000000000,2016-10-17 13:03:43.000000000,7,7,5,386795,5038acc3907c75d6a5ff1af6382e5abec4ea1650,bug/1633438,12,3,2,5,7353,Kevin Carter,cloudnull,"Remove 'ignore_errors: true' in favor of 'failed_when: false'

This change removes the use of 'ignore_errors: true' because it causes deployers
to see red output and a stacktrace, which traditionally means something is broken,
even when the failure is known to have a fall back option or be intentional. This
conversion will provide a generally cleaner interface.

It should be noted that the 'failed' filter will still function normally. Tasks
with the 'failed_when: false' option will still be marked as 'failed' in any
registered variable. This change simply makes the output look cleaner.

Change-Id: I2a40fa9a0da45602a76f2d56611971fcf4063512
Closes-Bug: #1633438
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Ffuel-octane~master~I0157b48690d5f746423560ae764514461d1d0e45,openstack/fuel-octane,master,I0157b48690d5f746423560ae764514461d1d0e45,Recorded demos for the upgrade 7.0 -> 9.1,MERGED,2016-10-17 11:59:36.000000000,2016-10-17 13:01:36.000000000,2016-10-17 12:57:57.000000000,52673,0,0,387389,bc0773b73d4bbacfa1bcc6492ce9e18b28c04c36,,12,4,1,4,1531,Ilya Kharin,akscram,"Recorded demos for the upgrade 7.0 -> 9.1

In order to upgrade MOS from 7.0 to 9.1 the following steps should be
made:
 * Upgrade Fuel Master node
  * Upgrade Fuel Master node from 7.0 to 8.0
    Record: docs/records/fuel_master_70_80.json
  * Upgrade Fuel Master node from 8.0 to 9.0
    Record: docs/records/fuel_master_80_90.json
  * Apply 9.1 updates for 9.0 Fuel Master node
    Record: docs/records/fuel_master_91_mu.json
 * Upgrade MOS Cloud from 7.0 to 9.1
   Record: docs/records/cloud_70_91_upgrade.json

Change-Id: I0157b48690d5f746423560ae764514461d1d0e45
"
openstack%2Ffreezer-web-ui~master~Ibd0ade2ad7bc3313783c400a024589f0d4afb0c1,openstack/freezer-web-ui,master,Ibd0ade2ad7bc3313783c400a024589f0d4afb0c1,Install python-freezerclient while using devstack plugin,MERGED,2016-10-14 00:37:57.000000000,2016-10-17 12:59:21.000000000,2016-10-17 12:59:21.000000000,12,0,0,386282,9092213aa7ade753db90eaa41755e6f1182ff941,install-freezerclient,7,3,1,3,13940,Saad Zaher,szaher,"Install python-freezerclient while using devstack plugin

Change-Id: Ibd0ade2ad7bc3313783c400a024589f0d4afb0c1
"
openstack%2Fopenstack-ansible-plugins~stable%2Fnewton~I3504c1901cf8f9f6f60c5465b55269997955635e,openstack/openstack-ansible-plugins,stable/newton,I3504c1901cf8f9f6f60c5465b55269997955635e,Accept ansible_host in linear strategy,MERGED,2016-10-15 09:37:20.000000000,2016-10-17 12:59:00.000000000,2016-10-17 12:59:00.000000000,5,4,0,386924,54270a054925d50851c6d14fbc5fee4b42aef75d,ansible-ssh-host-deprecation,7,3,1,1,6816,Jesse Pretorius,jesse-pretorius,"Accept ansible_host in linear strategy

The physical_host detection in the linear strategy required
ansible_ssh_host be set on the physical host. Since ansible_ssh_host
is now deprecated, we will accept both the new var ansible_host and
the old var ansible_ssh_host.

Change-Id: I3504c1901cf8f9f6f60c5465b55269997955635e
(cherry picked from commit fcf7fc373584719b90574e83cd04e8ccf906fb4f)
"
