id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fdiskimage-builder~master~I5d330cafa8773f3e36a987754222b43281368d5c,openstack/diskimage-builder,master,bz/1270860/machine-id,I5d330cafa8773f3e36a987754222b43281368d5c,Add clean-machine-id element to remove /etc/machine-id,ABANDONED,2016-04-05 10:44:51.000000000,2016-08-09 16:41:57.000000000,,17,0,3,301571,466cff0e7ebf3ae7f7f6e57f8603e9e6656cfd2e,24,7,2,2,10239,Dmitry Tantsur,dtantsur,"Add clean-machine-id element to remove /etc/machine-id

Leaving /etc/machine-id on the image means that all nodes booted from this
image will have the same machine-id, which is wrong. A new machine-id will be
generated during the first boot.

The plan was to use it in ironic-agent element as well, but looks like systemd
does not start IPA if machine-id is missing. Worth separate investigation.

Dependent change If52eb039d490a2349eb2c185aa38725b8b68cb82 adds this element to
the overcloud image building.

See https://bugzilla.redhat.com/show_bug.cgi?id=1270860 for details.

Change-Id: I5d330cafa8773f3e36a987754222b43281368d5c
"
openstack%2Ftripleo-puppet-elements~master~I07fed24c3e1b7abdcd14ad51481f9d2c8494bee7,openstack/tripleo-puppet-elements,master,ec2api,I07fed24c3e1b7abdcd14ad51481f9d2c8494bee7,Add puppet-ec2api module,MERGED,2016-07-01 12:33:42.000000000,2016-08-09 16:41:50.000000000,2016-08-09 16:41:50.000000000,2,0,0,336538,bce958305da4029f7934fd3720f7ee6c6a13397f,14,5,2,2,19173,Sven Anderson,ansiwen,"Add puppet-ec2api module

Change-Id: I07fed24c3e1b7abdcd14ad51481f9d2c8494bee7
"
openstack%2Ftripleo-specs~master~Ic583d71d7cbbcd88e5f95574a465f8ca424ad54e,openstack/tripleo-specs,master,bp/for,Ic583d71d7cbbcd88e5f95574a465f8ca424ad54e,Spec: Add Adapter Teaming Support to os-net-config,MERGED,2016-07-05 21:17:28.000000000,2016-08-09 16:41:44.000000000,2016-08-09 16:41:44.000000000,205,0,3,337886,27967f066fec7198523bca28e94fb266f19d6b8f,23,6,9,2,12398,Dan Sneddon,dsneddon,"Spec: Add Adapter Teaming Support to os-net-config

This specification implements the Blueprint for adding Adapter
Teaming support to os-net-config. Adapter teaming uses the teamd
daemon and teamdctl command-line untilities to configure bonds.

Bonds using adapter teaming benefit from additional control over
the load balancing hashing, better support for fault detection,
and lower overhead than other bonding methods.

Change-Id: Ic583d71d7cbbcd88e5f95574a465f8ca424ad54e
"
openstack%2Ftripleo-incubator~master~I6e81e7db0952140dc1ee2e4dfcff32236afa24e5,openstack/tripleo-incubator,master,,I6e81e7db0952140dc1ee2e4dfcff32236afa24e5,Don't require EPEL,MERGED,2016-08-03 14:38:59.000000000,2016-08-09 16:40:06.000000000,2016-08-09 16:40:06.000000000,0,6,0,350619,796a67371541b50ad9038556f441f32a9c1e38a5,8,3,1,1,7144,James Slagle,slagle,"Don't require EPEL

We removed epel in:
https://review.openstack.org/348538
https://review.openstack.org/347565

This also removes the check for the repo in install-dependencies, which
is still used by instack-virt-setup.

Change-Id: I6e81e7db0952140dc1ee2e4dfcff32236afa24e5
"
openstack%2Fneutron-lib~master~Iefacbd7f5f3ee00d8d543b61f5cd55e6c900cdc1,openstack/neutron-lib,master,homepage,Iefacbd7f5f3ee00d8d543b61f5cd55e6c900cdc1,Update the home-page in setup.cfg,MERGED,2016-08-09 08:45:37.000000000,2016-08-09 16:39:27.000000000,2016-08-09 16:39:27.000000000,1,1,0,352782,ebee8016f4384ced442e6ddb066e115106277c4b,9,4,1,1,22574,lilintan,lilintan,"Update the home-page in setup.cfg

Change-Id: Iefacbd7f5f3ee00d8d543b61f5cd55e6c900cdc1
"
openstack%2Ftripleo-specs~master~I4dad379a9924807ba7d17afe485af98c93bd3e60,openstack/tripleo-specs,master,bp/ironic-integration,I4dad379a9924807ba7d17afe485af98c93bd3e60,Metal to Tenant: Ironic in Overcloud,MERGED,2016-05-25 13:40:26.000000000,2016-08-09 16:37:31.000000000,2016-08-09 16:37:31.000000000,228,0,32,320995,290d9541ef7db9f3c1b61b09d25d88cd0384c3bc,32,8,8,2,7419,Imre Farkas,ifarkas,"Metal to Tenant: Ironic in Overcloud

Co-Authored-By: Dmitry Tantsur <dtantsur@redhat.com>
Co-Authored-By: Lucas Alvares Gomes <lucasagomes@gmail.com>
Co-Authored-By: Milan Kováčik <mkovacik@redhat.com>
Co-Authored-By: Miles Gould <mgould@redhat.com>

Partially-implements: blueprint ironic-integration
Change-Id: I4dad379a9924807ba7d17afe485af98c93bd3e60
"
openstack%2Fnova~master~If4ffe2dd2cd2248a607ce19809edfdf89ac91068,openstack/nova,master,bp/centralize-config-options-newton,If4ffe2dd2cd2248a607ce19809edfdf89ac91068,Config options: base path configuration,MERGED,2016-03-30 09:22:29.000000000,2016-08-09 16:36:00.000000000,2016-08-08 14:19:48.000000000,50,35,25,299236,c73d5a9a8a6dd86a0af41aa9c72be6900c30b21c,157,25,10,1,11303,Markus Zoeller (markus_z),mzoeller,"Config options: base path configuration

This change improves the help text of the base path configuration
options.

bp centralize-config-options-newton

Change-Id: If4ffe2dd2cd2248a607ce19809edfdf89ac91068
"
openstack%2Fcinder~master~I7cc434ad10967596f8354775399e0c6c92ab5570,openstack/cinder,master,bug/1500896,I7cc434ad10967596f8354775399e0c6c92ab5570,Remove context object in oslo.log method,MERGED,2016-08-05 06:06:52.000000000,2016-08-09 16:34:11.000000000,2016-08-05 11:29:57.000000000,23,32,0,351495,1a495922edf2ac3b18bfddce0b88dc52fec24e43,38,25,1,11,20182,Bhagyashri Shewale,bhagyashris,"Remove context object in oslo.log method

Removed context object while logging as Cinder uses oslo.context's
RequestContext which means the context object is in scope when doing
logging.

Change-Id: I7cc434ad10967596f8354775399e0c6c92ab5570
Closes-Bug:#1500896
"
openstack%2Fneutron-lib~master~I961dd22eb5c472f27d5a0978ae72a8951c54b528,openstack/neutron-lib,master,openstack/requirements,I961dd22eb5c472f27d5a0978ae72a8951c54b528,Updated from global requirements,MERGED,2016-08-06 05:44:25.000000000,2016-08-09 16:32:54.000000000,2016-08-09 16:32:54.000000000,2,2,0,351990,fcc8ad21eef90aa0b1a9a803027270f0c00048ae,11,5,2,2,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I961dd22eb5c472f27d5a0978ae72a8951c54b528
"
openstack%2Fgnocchi~master~I6bc36f8686aef84caf90ee153e99a5acb7c45831,openstack/gnocchi,master,bug/1611089,I6bc36f8686aef84caf90ee153e99a5acb7c45831,carbonara: remove unused class,MERGED,2016-08-09 07:45:25.000000000,2016-08-09 16:30:32.000000000,2016-08-09 16:30:32.000000000,8,11,0,352751,5f9e39be8b5e6ebe9eb16d2a5f9005b4c51520e1,11,2,3,1,1669,Julien Danjou,jdanjou,"carbonara: remove unused class

The mixin is not used anymore, the methods are overwritten where needed
anyway.

Change-Id: I6bc36f8686aef84caf90ee153e99a5acb7c45831
"
