id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fmanila~master~Ia2e28c236edf497d8b1124593ceec2e150bda012,openstack/manila,master,,Ia2e28c236edf497d8b1124593ceec2e150bda012,[debug] do not merge,ABANDONED,2016-08-02 17:16:15.000000000,2016-08-04 10:42:44.000000000,,15,4,0,350168,71bd09c775079ea3a2373516adf0afbe01975e6a,12,4,4,1,8851,Valeriy Ponomaryov,vponomaryov,"[debug] do not merge

Change-Id: Ia2e28c236edf497d8b1124593ceec2e150bda012
"
openstack%2Fmanila~master~I1405367bada308b0d4d57a4bc2c004bdd6edf2b4,openstack/manila,master,bug/1566815,I1405367bada308b0d4d57a4bc2c004bdd6edf2b4,[DEBUG3] bug 1566815,ABANDONED,2016-08-02 17:29:01.000000000,2016-08-04 10:42:40.000000000,,24,6,0,350176,20e9ba7229313a8caed78d71eb56cb762d2bf6ad,9,3,3,2,8851,Valeriy Ponomaryov,vponomaryov,"[DEBUG3] bug 1566815

Do not merge

Change-Id: I1405367bada308b0d4d57a4bc2c004bdd6edf2b4
"
openstack%2Fmanila~master~Ib27b3496028095d4fd34a6e22e69511e78f12647,openstack/manila,master,bug/1566815,Ib27b3496028095d4fd34a6e22e69511e78f12647,[DEBUG2] bug 1566815,ABANDONED,2016-08-02 17:28:45.000000000,2016-08-04 10:42:35.000000000,,24,6,0,350175,8e66e372d8efa85fef64780cf5e81ac9738fa0ba,9,3,3,2,8851,Valeriy Ponomaryov,vponomaryov,"[DEBUG2] bug 1566815

Do not merge

Change-Id: Ib27b3496028095d4fd34a6e22e69511e78f12647
"
openstack%2Fmanila~master~Ie96eaf17c52c3bb983c71a26a3a982f995824765,openstack/manila,master,bug/1566815,Ie96eaf17c52c3bb983c71a26a3a982f995824765,[DEBUG] bug 1566815,ABANDONED,2016-08-02 17:28:16.000000000,2016-08-04 10:42:31.000000000,,24,6,0,350174,2e0565e5d7abdda560bd12ccfde0a9a5c608f334,10,4,3,2,8851,Valeriy Ponomaryov,vponomaryov,"[DEBUG] bug 1566815

Do not merge

Change-Id: Ie96eaf17c52c3bb983c71a26a3a982f995824765
"
openstack%2Foslo.service~master~I6c8a8cf4140574d53eefbae6e9338eee18ed95c1,openstack/oslo.service,master,openstack/requirements,I6c8a8cf4140574d53eefbae6e9338eee18ed95c1,Updated from global requirements,MERGED,2016-08-04 02:40:56.000000000,2016-08-04 10:39:55.000000000,2016-08-04 10:39:55.000000000,1,1,0,350916,bde278f0b11feba11509f81fc8e142faf8edbd04,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I6c8a8cf4140574d53eefbae6e9338eee18ed95c1
"
openstack%2Fneutron~master~I57183fa83fc53c7c1aeffb42d555d3709e69a734,openstack/neutron,master,bug/1599329,I57183fa83fc53c7c1aeffb42d555d3709e69a734,Disable using tap devices in the OVS driver,ABANDONED,2016-07-20 03:09:00.000000000,2016-08-04 10:38:46.000000000,,56,12,8,344545,6bd37fa1962324409864451cabd2d93b46d78581,33,14,3,5,7787,Kevin Benton,blak111,"Disable using tap devices in the OVS driver

OVS cannot keep track of devices that get moved into a namespace.
This is suspected to be the cause of the same ofport being assigned
to multiple interfaces, which causes the bug referenced below.

This patch simply overrides the ovs_use_veth option to always set
to True so it will be a small back-port if required.

Closes-Bug: #1599329
Change-Id: I57183fa83fc53c7c1aeffb42d555d3709e69a734
"
openstack%2Ffuel-library~stable%2F8.0~I00ad873cda454fcf062db3a383057ad12511922c,openstack/fuel-library,stable/8.0,bug/1602573,I00ad873cda454fcf062db3a383057ad12511922c,Fix admin_token issue in keystone-only.pp manifest,MERGED,2016-07-13 09:00:42.000000000,2016-08-04 10:37:40.000000000,2016-07-14 09:58:10.000000000,25,0,7,341371,e03d04d23db7eb8fee04a874b17975cd207f3442,159,15,7,1,19234,Alexey Stupnikov,astupnikov,"Fix admin_token issue in keystone-only.pp manifest

To fix bug #1582893 we have removed admin_token_auth middleware
from public/admin/v3 pipelines. It turns out that this change made
it impossible to use dockerctl check command in swarm tests, since
openstack util were unable to authorize itself using admin_token.

I have modified keystone-only.pp to temporary add admin_token_auth
middleware during puppet execution.

Change-Id: I00ad873cda454fcf062db3a383057ad12511922c
Closes-bug: #1602573
"
openstack%2Fstorlets~master~I2248de6f653c4b23496532852c3ca85161499bed,openstack/storlets,master,storlets_new_release_take_2,I2248de6f653c4b23496532852c3ca85161499bed,First storlets release take 2,MERGED,2016-08-04 09:13:53.000000000,2016-08-04 10:35:55.000000000,2016-08-04 10:35:55.000000000,5,1,0,351074,bf25785198c2e84c41e2f452557f53943dcd6436,6,2,1,1,11317,Eran Rom,eranr,"First storlets release take 2

Change-Id: I2248de6f653c4b23496532852c3ca85161499bed
"
openstack%2Fproject-config~master~I3738977e928cc4a9c2638692f006ed2b9a80572b,openstack/project-config,master,fix-puppet-ceph,I3738977e928cc4a9c2638692f006ed2b9a80572b,Add missing slash to puppet-module-jobs,MERGED,2016-08-04 09:42:50.000000000,2016-08-04 10:20:51.000000000,2016-08-04 10:20:50.000000000,1,1,0,351086,7b1222d2e88da604c560df08ce20de0a5357cd41,8,4,1,1,6547,Andreas Jaeger,jaegerandi,"Add missing slash to puppet-module-jobs

A recent change missed a ""\"" for line continuation and the job is broken
now.

Add it in.

Change-Id: I3738977e928cc4a9c2638692f006ed2b9a80572b
"
openstack%2Ftripleo-specs~master~I5783956d6e92294ceb5ce8549920fd04bdc1e7ee,openstack/tripleo-specs,master,,I5783956d6e92294ceb5ce8549920fd04bdc1e7ee,Update rendered specs URL,MERGED,2016-08-03 14:35:29.000000000,2016-08-04 10:06:07.000000000,2016-08-04 10:06:07.000000000,2,2,0,350618,09359a30667ac1d1289890cf72ac0928ef6c464f,7,3,1,1,9061,David Moreau Simard,dmsimard,"Update rendered specs URL

Change-Id: I5783956d6e92294ceb5ce8549920fd04bdc1e7ee
"
openstack%2Ftripleo-specs~master~Ia65477742b4f803743c571777ed1b529b62457e9,openstack/tripleo-specs,master,ooo/opstools/sensu,Ia65477742b4f803743c571777ed1b529b62457e9,Availability monitoring support,MERGED,2016-07-26 13:48:50.000000000,2016-08-04 10:02:32.000000000,2016-08-04 10:02:32.000000000,194,0,33,347399,12b782da788efaf23cc68ee5dd1f20cf74e96b7a,35,22,7,2,5241,Martin Magr,mmagr,"Availability monitoring support

Change-Id: Ia65477742b4f803743c571777ed1b529b62457e9
"
openstack%2Fopenstack-ansible-os_swift~master~Ibc3d66273a4494414dde1a95ec132ff83c235f9c,openstack/openstack-ansible-os_swift,master,,Ibc3d66273a4494414dde1a95ec132ff83c235f9c,Allow swift log file permissions to be set,MERGED,2016-08-04 05:37:24.000000000,2016-08-04 09:59:17.000000000,2016-08-04 09:59:17.000000000,10,0,0,350988,8256654ece81c5c7c4cf4edc170e5b4a2a07f741,7,3,1,3,6816,Jesse Pretorius,jesse-pretorius,"Allow swift log file permissions to be set

This patch adds the ability to configure the log file permissions.

This is primarily to address a gating issue where the jenkins does
not have access to the account, container and object service logs.

That said, it's generaly useful to have this option available.

Change-Id: Ibc3d66273a4494414dde1a95ec132ff83c235f9c
"
openstack%2Ffuel-ui~master~Id90bd5b198e110cbaf5ce18977d70681c35e6cf1,openstack/fuel-ui,master,343579,Id90bd5b198e110cbaf5ce18977d70681c35e6cf1,	Add new tests for switching offloading modes,ABANDONED,2016-07-18 11:14:09.000000000,2016-08-04 09:49:10.000000000,,69,1,16,343579,6f121dd22bebbeb8691f630c51b1f57343b10016,70,8,8,2,7935,Ksenia Svechnikova,kdemina,"	Add new tests for switching offloading modes

Create new registerSuite with the node Supermicro X9DRW that
support offloading modes

Change-Id: Id90bd5b198e110cbaf5ce18977d70681c35e6cf1
Closes-bug: #1603940
"
openstack%2Ffuel-library~master~Ia0c18101f3d2121285ff09dfcfd9d1bd04ceb824,openstack/fuel-library,master,bp/mos-xenial,Ia0c18101f3d2121285ff09dfcfd9d1bd04ceb824,[WIP] sign mos-xenial repo,ABANDONED,2016-07-07 15:31:33.000000000,2016-08-04 09:47:56.000000000,,5,0,0,339076,1e27e9eb27d6de162369be534c9044a9fed93a75,21,4,1,1,20517,Dmitry Burmistrov,dmburmistrov,"[WIP] sign mos-xenial repo

blueprint: mos-xenial

Change-Id: Ia0c18101f3d2121285ff09dfcfd9d1bd04ceb824
"
openstack%2Ffuel-menu~master~I85774bb43be7aba8259660dbc1e01005ff5f2249,openstack/fuel-menu,master,bp/mos-xenial,I85774bb43be7aba8259660dbc1e01005ff5f2249,"[WIP] add ""mos-xenial"" repo to bootstrap",ABANDONED,2016-07-04 11:47:04.000000000,2016-08-04 09:47:53.000000000,,6,0,0,337156,202945f045117d7b8528f354f38ffdf9e54d870a,5,3,1,1,20517,Dmitry Burmistrov,dmburmistrov,"[WIP] add ""mos-xenial"" repo to bootstrap

Change-Id: I85774bb43be7aba8259660dbc1e01005ff5f2249
blueprint: mos-xenial
"
openstack%2Ffuel-web~master~I94475e81504d971fcbfccb8b5f32cf784c5a8373,openstack/fuel-web,master,bp/mos-xenial,I94475e81504d971fcbfccb8b5f32cf784c5a8373,"[WIP] don't use mos-repos, +mos-xenial",ABANDONED,2016-07-04 11:19:05.000000000,2016-08-04 09:47:52.000000000,,8,44,0,337135,6ef3e3ee641c5515e65bbff4be85d844d45952a8,32,3,2,1,20517,Dmitry Burmistrov,dmburmistrov,"[WIP] don't use mos-repos, +mos-xenial

Change-Id: I94475e81504d971fcbfccb8b5f32cf784c5a8373
blueprint: mos-xenial
"
openstack%2Ftripleo-heat-templates~master~I9f5138103deb45f7432ee44e03a08dcf54c2990d,openstack/tripleo-heat-templates,master,region_param,I9f5138103deb45f7432ee44e03a08dcf54c2990d,Replace hard-coded regionOne with parameter references,MERGED,2016-08-03 14:02:49.000000000,2016-08-04 09:46:47.000000000,2016-08-04 09:46:47.000000000,7,3,0,350599,9b36f36a0527452937055f97f77cd6aa4dea7460,10,5,1,2,4328,Steven Hardy,shardy,"Replace hard-coded regionOne with parameter references

In a few places we hard-code the config values to regionOne, but
there is a parameter available to set this.

Change-Id: I9f5138103deb45f7432ee44e03a08dcf54c2990d
"
openstack%2Ffuel-library~master~I29fefc3f2056d292f215e249d986cc5338834505,openstack/fuel-library,master,bp/mos-xenial,I29fefc3f2056d292f215e249d986cc5338834505,adjust ownership for ceph keyring,ABANDONED,2016-08-02 14:13:23.000000000,2016-08-04 09:46:11.000000000,,27,22,4,350041,23c5fd7de0d0860713b2d66906ee03ad09c71976,176,23,8,2,20517,Dmitry Burmistrov,dmburmistrov,"adjust ownership for ceph keyring

New ceph package brings user/group,
old releases used root to launch processes.
In case of modern ceph adjust ownership
for keyring.

blueprint: mos-xenial

Change-Id: I29fefc3f2056d292f215e249d986cc5338834505
"
