id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Ftripleo-image-elements~master~Ibccba1ee77aa13c85a78a75d2e6cd179f87d7d16,openstack/tripleo-image-elements,master,Ibccba1ee77aa13c85a78a75d2e6cd179f87d7d16,os-net-config: add configure_safe_defaults,MERGED,2015-08-17 15:09:20.000000000,2015-12-18 18:06:27.000000000,2015-12-18 18:06:27.000000000,49,0,5,213748,cae4740ee2803e111705def2f53bcef1a5c11427,metadata_ip,24,6,4,1,360,Dan Prince,dan-prince,"os-net-config: add configure_safe_defaults

This patch adds a new configure_safe_defaults function that
is called on EXIT. If the exit code is non-zero the function
executes code to configure DHCP on all active interfaces.

Since DHCP is used to initially bootstrap all TripleO instances
via the provisioning network this should always be a safe default
and allow communication with Heat to persist if an invalid
(breaking) network configuration change is pushed out. This would
facilitate immediate Heat notification of the failure and subsequent
Heat updates to potentially help correct the invalid network
configuration.

Change-Id: Ibccba1ee77aa13c85a78a75d2e6cd179f87d7d16
Depends-on: Ibe0e32bc09979bc68b92a722b2bfa383e77502a9
"
openstack%2Ftempest~master~I2bcf386b9dd2afd78ed81fd62fcc54e9b63ddeab,openstack/tempest,master,I2bcf386b9dd2afd78ed81fd62fcc54e9b63ddeab,Get rid of unused env variable,MERGED,2015-12-17 11:15:08.000000000,2015-12-18 18:04:53.000000000,2015-12-18 18:04:53.000000000,8,17,2,258955,c81c767152d0e815c5b8b02b6ec6f2bcd1d0a8a2,bug/1527142,15,4,2,2,7872,Marc Koderer,mkoderer,"Get rid of unused env variable

TEMPEST_LOG_CONFIG was never interpreted within tempest.
As a result logging.conf was only interpreted if log_config_append
in tempest.conf was set manually.

Logging properties are important for tempest CLI to ensure
the user sees some output.

Change-Id: I2bcf386b9dd2afd78ed81fd62fcc54e9b63ddeab
Partial-Bug: #1527142
"
openstack%2Fproject-config~master~I7846f162172a12ba3d0abade088b9301c5a0db49,openstack/project-config,master,I7846f162172a12ba3d0abade088b9301c5a0db49,Check for correct DocImpact tag usage,MERGED,2015-11-30 11:05:28.000000000,2015-12-18 17:56:53.000000000,2015-12-16 22:34:56.000000000,85,0,6,251301,f0a1de62f1abc37c8a627c7b5ab393e5e67f48c3,bp/review-docimpact,15,5,3,4,7069,Joshua Hesketh,jhesketh,"Check for correct DocImpact tag usage

Enforces Review DocImpact spec.

Could be used later for enforcing other formatting to commit messages
(such as line length, blueprint/bug closes syntax etc.)

Implements: blueprint review-docimpact
Change-Id: I7846f162172a12ba3d0abade088b9301c5a0db49
"
openstack%2Fastara-appliance~master~I834efb47ccda02a5163c5083836ff29fdc3fdd6f,openstack/astara-appliance,master,I834efb47ccda02a5163c5083836ff29fdc3fdd6f,Drop gunicorn from requirementes.txt,MERGED,2015-12-16 02:21:24.000000000,2015-12-18 17:48:14.000000000,2015-12-18 17:48:14.000000000,8,9,0,258223,a5a554541953d201915be6cc03378054d315ca25,bug/1526527,11,4,2,5,1420,Adam Gandelman,gandelman-a,"Drop gunicorn from requirementes.txt

We dont ever actually import this anywhere or depend on it as a python
dependency.  Instead, its part of our diskimage-builder elements and
is largely an opinionated deployer choice we've made.  The only purpose
having it in requirements.txt is to pull it in during installation, which
should be delegated to ansible/DIB instead.

This also manually sync's global-requirements along with the update.

Closes-bug: #1526527

Change-Id: I834efb47ccda02a5163c5083836ff29fdc3fdd6f
"
openstack%2Fastara~master~I88fa97bae84ca245afa5ad0da4ac3c0bc1c441ff,openstack/astara,master,I88fa97bae84ca245afa5ad0da4ac3c0bc1c441ff,Dynamically allocate service port addresses,MERGED,2015-12-08 23:09:44.000000000,2015-12-18 17:41:43.000000000,2015-12-18 17:41:43.000000000,213,74,0,254998,eee3aed5116be285b1ce2e8cdf2520504cbfcf3a,bug/1524068,24,5,6,6,1420,Adam Gandelman,gandelman-a,"Dynamically allocate service port addresses

We currently hard-code the address for management and external
ports to the first address on the subnet, which breaks clustering
astara-orchestrators when two nodes attempt to create neutron ports
with the same addresses.  This updates usage to instead rely on
a Neutron-assigned address to bring up locally.

Note this is a partial fix: we'll need corresponding changes that
allow us to push in this address to appliances for metadata access,
which is hard-coded there as well to the same address.

Change-Id: I88fa97bae84ca245afa5ad0da4ac3c0bc1c441ff
Partial-bug: #1524068
"
openstack%2Ftripleo-ci~master~I233387833190675128901aab5d58c09d4421e385,openstack/tripleo-ci,master,I233387833190675128901aab5d58c09d4421e385,[WIP] Generate overcloud image outside the undercloud,ABANDONED,2015-09-16 15:51:41.000000000,2015-12-18 17:38:30.000000000,,22,14,0,224166,c7512464edbecc2aa9a008931a2058ef4345ec44,image-generation,10,2,2,1,12320,Pino Toscano,ptoscano,"[WIP] Generate overcloud image outside the undercloud

Instead of generating the overcloud image directly in the undercloud,
generate it right after the undercloud as well, copying it to the
overcloud once deployed.

Change-Id: I233387833190675128901aab5d58c09d4421e385
"
openstack%2Fpython-cinderclient~master~Ic1b4752bf558c57974b5f2a4d5a45aee4a940bbb,openstack/python-cinderclient,master,Ic1b4752bf558c57974b5f2a4d5a45aee4a940bbb,Do not require functional_creds.conf for functional tests,MERGED,2015-11-16 19:18:50.000000000,2015-12-18 17:32:58.000000000,2015-12-18 17:32:58.000000000,1,14,0,245933,73f442380cfc38da28dcf3311893a5e65df26560,,17,8,3,2,1736,Ivan Kolodyazhny,e0ne,"Do not require functional_creds.conf for functional tests

Pass OS_* env variables for functional tests to use environment
variables if they are available instead of config file

Change-Id: Ic1b4752bf558c57974b5f2a4d5a45aee4a940bbb
"
openstack%2Fswift~master~I52eb38598f6b904376c008147b5b1e57b28d6d10,openstack/swift,master,I52eb38598f6b904376c008147b5b1e57b28d6d10,remove beta label from EC,ABANDONED,2015-12-17 19:58:10.000000000,2015-12-18 17:29:56.000000000,,0,13,0,259165,5283cdc1d5c0ab829b15db99d4f878cc4e09d49c,nobeta,10,7,1,1,330,John Dickinson,notmyname,"remove beta label from EC

Change-Id: I52eb38598f6b904376c008147b5b1e57b28d6d10
"
openstack%2Fastara-appliance~master~Idcb810f3bb7adc281ee400333e10247b93f3a4d9,openstack/astara-appliance,master,Idcb810f3bb7adc281ee400333e10247b93f3a4d9,Removes MANIFEST.in as it is not needed explicitely by PBR,MERGED,2015-12-15 08:41:48.000000000,2015-12-18 17:27:32.000000000,2015-12-18 17:27:32.000000000,0,1,0,257733,95af372cd5d6abc2b1718042ebe2e82229fdf645,DROP_MANIFEST,11,5,1,1,15699,sonu,sonu.kumar,"Removes MANIFEST.in as it is not needed explicitely by PBR

This patch removes `MANIFEST.in` file as pbr generates a sensible
manifest from git files and some standard files and it removes
the need for an explicit `MANIFEST.in` file.

Change-Id: Idcb810f3bb7adc281ee400333e10247b93f3a4d9
"
openstack%2Fswift~master~I8e91d7616529f33b615bc52af76bfda01141d364,openstack/swift,master,I8e91d7616529f33b615bc52af76bfda01141d364,Not used parameter,MERGED,2015-12-08 09:21:13.000000000,2015-12-18 17:26:43.000000000,2015-12-18 17:26:42.000000000,3,3,0,254626,73d0f1620a269f990dbd3d2796abf27e9a05e227,,8,3,1,1,18603,Béla Vancsics,vancsics,"Not used parameter

The account variable was not used in the method.

Change-Id: I8e91d7616529f33b615bc52af76bfda01141d364
"
