id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fneutron-vpnaas~master~I9dcd4659ad3e7c385b60b324602fc8c374149e02,openstack/neutron-vpnaas,master,bug/1586253,I9dcd4659ad3e7c385b60b324602fc8c374149e02,[WIP] Add scheduler support for VPN service,ABANDONED,2016-08-31 01:19:35.000000000,2016-09-11 18:08:10.000000000,,1256,439,0,363338,512626cd1cf79e8bc6a50a1cfba714a5be0e24ab,5,1,2,8,19251,Roshan Harr,rharr,"[WIP] Add scheduler support for VPN service

As mentioned in specs https://review.openstack.org/#/c/334401/,
for VPN+OVN, VPNaaS needs a new scheduler. This patch adds support
for a VPN scheduler.

This patch depends on following the change:  Id287b7e3583949adce8dcd46802d4d0dd165c44f

Change-Id: I9dcd4659ad3e7c385b60b324602fc8c374149e02
Partial-Bug: #1586253
"
openstack%2Fmagnum~master~Ib1170a9d03bce544478763eccb622246efdb2c49,openstack/magnum,master,code-coverage-config,Ib1170a9d03bce544478763eccb622246efdb2c49,Cleanup coverage configuration,MERGED,2016-08-28 20:12:46.000000000,2016-09-11 18:06:46.000000000,2016-09-11 18:06:46.000000000,1,2,1,361764,12ccddac95462c5d37827e628a6f91e86c008e6a,8,3,1,1,19220,Michael Lekkas,lekkasmi,"Cleanup coverage configuration

Removing invalid:
- directories
- excluded lines

Change-Id: Ib1170a9d03bce544478763eccb622246efdb2c49
"
openstack%2Fpuppet-openstack-integration~master~I1be32056022eaaaef53c3ec256001eff2565dd89,openstack/puppet-openstack-integration,master,openstack/puppet/constraints,I1be32056022eaaaef53c3ec256001eff2565dd89,Updated from Puppet OpenStack modules constraints,MERGED,2016-09-10 07:45:55.000000000,2016-09-11 17:41:40.000000000,2016-09-11 17:41:40.000000000,1,1,0,368303,a95a9e025d8ef95a259f611cc20404f4e2a25046,12,2,2,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from Puppet OpenStack modules constraints

Change-Id: I1be32056022eaaaef53c3ec256001eff2565dd89
"
openstack%2Fopenstack-ansible-tests~master~Ia883055179927c651111475824ee68ef73257ead,openstack/openstack-ansible-tests,master,,Ia883055179927c651111475824ee68ef73257ead,Fixed variable quoting,MERGED,2016-09-11 16:33:26.000000000,2016-09-11 17:34:33.000000000,2016-09-11 17:34:33.000000000,2,2,0,368458,a45b2dea866fefaef6874c70fc347dc83eadd642,9,3,1,1,7353,Kevin Carter,cloudnull,"Fixed variable quoting

The bridges variable was un quoted creating a condition where
the ansible ignores the variable and treats it as a string.

Change-Id: Ia883055179927c651111475824ee68ef73257ead
Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>
"
openstack%2Fzun~master~I84ed8c795f5f4e4b9d5e650a14fc94d206a1b1d4,openstack/zun,master,(detached,I84ed8c795f5f4e4b9d5e650a14fc94d206a1b1d4,Add docker conductor,ABANDONED,2016-05-20 09:11:55.000000000,2016-09-11 17:27:35.000000000,,412,3,14,319143,ceff76458e3918d6812df74c723310c0b8d8ff89,20,8,4,4,10206,Madhuri Kumari,Madhuri,"Add docker conductor

This patch adds docker conductor. Currently this patch runs docker
conductor on node specified in env DOCKER_HOST. Later we can modify
based on our discussion.
Code is copied from https://github.com/dims/mincntr/tree/master/mincntr

Change-Id: I84ed8c795f5f4e4b9d5e650a14fc94d206a1b1d4
"
openstack%2Fzun~master~I8cc74783b16be31f4492efb4e4b58edd9a6c353b,openstack/zun,master,openstack/requirements,I8cc74783b16be31f4492efb4e4b58edd9a6c353b,Updated from global requirements,MERGED,2016-09-09 16:13:15.000000000,2016-09-11 17:23:35.000000000,2016-09-11 17:23:34.000000000,1,1,0,368134,957833d5da9f757d50c506fb042e8197d45c6b54,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I8cc74783b16be31f4492efb4e4b58edd9a6c353b
"
openstack%2Fzun~master~I63bf91bc0cdb894b53c4f8385c7d3d651035831a,openstack/zun,master,bp/etcd-db-driver,I63bf91bc0cdb894b53c4f8385c7d3d651035831a,Set up etcd in devstack,MERGED,2016-09-05 09:56:48.000000000,2016-09-11 17:23:20.000000000,2016-09-11 17:23:20.000000000,186,6,3,365552,b098d117b49774a34b9708d86047485265d6aacc,21,4,3,5,13248,Wenzhi Yu,yuywz,"Set up etcd in devstack

We intend to use etcd as data store for Zun, so we need to
set up etcd server and client in devstack.

Part of blueprint etcd-db-driver

Change-Id: I63bf91bc0cdb894b53c4f8385c7d3d651035831a
"
openstack%2Fdeb-testresources~debian%2Fnewton~Ic49d820c653c27d3c1db586a05cf88cb204fffd5,openstack/deb-testresources,debian/newton,,Ic49d820c653c27d3c1db586a05cf88cb204fffd5,Remove testBasicSortTests() with a patch,MERGED,2016-09-11 16:41:30.000000000,2016-09-11 17:18:58.000000000,2016-09-11 17:18:58.000000000,68,7,0,368459,e1ab2fa07d2af18594879696efdc907a9cf96492,6,2,1,6,6476,Thomas Goirand,thomas-goirand,"Remove testBasicSortTests() with a patch

  * Removing testBasicSortTests() instead of excluding it with a nosetest
    parameter (Closes: #834964).
  * Updated VCS URLs to use OpenStack Gerrit.
  * Added a .gitreview file.
  * Standards-Version: 3.9.8 (no change).

Change-Id: Ic49d820c653c27d3c1db586a05cf88cb204fffd5
"
openstack%2Fzun~master~I38262dd8991a7332aa040316ee8f521306a2fcaa,openstack/zun,master,fix-reraise,I38262dd8991a7332aa040316ee8f521306a2fcaa,Correct higgins reraising of exception,MERGED,2016-08-26 07:29:50.000000000,2016-09-11 17:15:37.000000000,2016-09-11 17:15:37.000000000,5,5,5,360940,8107437b6722c068321da41ee09709c16b8c9e18,16,7,3,1,22484,gengchc2,gengchc2,"Correct higgins reraising of exception

When an exception was caught and rethrown, it should call
'raise' without any arguments because it shows the place
where an exception occured initially instead of place
where the exception re-raised.

Co-Authored-By: gengchc2 <geng.changcai2@zte.com.cn>
Change-Id: I38262dd8991a7332aa040316ee8f521306a2fcaa
"
openstack%2Fpuppet-magnum~master~I120a52cfd1e29b1a6899112f1b950cd0eb0d60f0,openstack/puppet-magnum,master,magnum-testing,I120a52cfd1e29b1a6899112f1b950cd0eb0d60f0,Add SSL support for magnum::api,MERGED,2016-09-07 21:22:24.000000000,2016-09-11 17:14:29.000000000,2016-09-11 17:14:29.000000000,56,6,4,366992,0a3695ebd084c69305166eaf3fd5b57d8cf3e660,29,4,9,3,9061,David Moreau Simard,dmsimard,"Add SSL support for magnum::api

Change-Id: I120a52cfd1e29b1a6899112f1b950cd0eb0d60f0"
