id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fos-vif~master~I945ce5ac564e1274214da8169e4c06470d0f42a2,openstack/os-vif,master,I945ce5ac564e1274214da8169e4c06470d0f42a2,Netronome SmartNIC Enablement,ABANDONED,2017-04-13 07:55:50.000000000,2017-07-13 15:59:15.000000000,,161,10,11,456483,c1c1d5ca5579b23a75ce1ce04d47f340f2dca819,netronome-smartnic-enablement,6,3,1,6,25733,Jan Gutter,jangutter,"Netronome SmartNIC Enablement

This is a proof-of-concept patch set illustrating the proposed changes
to enable Netronome SmartNIC acceleration in OpenStack. This is not
intended to be mergeable. Extra parameters and branches have been tagged
by the ""Agilio"" keyword to stand out, the intent is to replace that with
generic ""SmartNIC"" vendor-neutral code.

Change-Id: I945ce5ac564e1274214da8169e4c06470d0f42a2
Signed-off-by: Jan Gutter <jan.gutter@netronome.com>
"
openstack%2Fironic~master~Iaf403f46a799525c5eededa1eb686830c7a97207,openstack/ironic,master,Iaf403f46a799525c5eededa1eb686830c7a97207,WIP: Testing stable/ocata change,ABANDONED,2017-07-12 17:34:59.000000000,2017-07-13 15:58:28.000000000,,0,0,0,483046,216fdcef0bba07275e8e38d09bb43810d969cebe,,6,5,1,1,14760,John L. Villalovos,jlvillal,"WIP: Testing stable/ocata change

Change-Id: Iaf403f46a799525c5eededa1eb686830c7a97207
Depends-On: I95d83d6b1f2914cbb0373099e128ab462fc3b492
"
openstack%2Fopenstack-ansible-os_ceilometer~master~If126f2cf813055cfb84cdcafaadcea4f204a76ee,openstack/openstack-ansible-os_ceilometer,master,If126f2cf813055cfb84cdcafaadcea4f204a76ee,tests: Provide mongodb configuration template,MERGED,2017-07-10 20:56:16.000000000,2017-07-13 15:43:41.000000000,2017-07-13 15:43:41.000000000,251,13,0,482311,1d25146bee878d8a17b4a9c5c0ea3e9968c71079,osa-add-suse-support,11,3,2,2,23163,Markos Chandras (hwoarang),mchandras,"tests: Provide mongodb configuration template

Newer mongodb packages (>=3) have switched to YAML syntax for
the configuration file. In order to simplify the test environment,
and support both 2.x and 3.x versions, we provide our own configuration
template file based on the CentOS7 one.

Change-Id: If126f2cf813055cfb84cdcafaadcea4f204a76ee
"
openstack%2Fopenstack-ansible-os_ceilometer~master~I67bf22415a0dd2eee8bbf4811615d5b4119d35a5,openstack/openstack-ansible-os_ceilometer,master,I67bf22415a0dd2eee8bbf4811615d5b4119d35a5,test: test-install-mongodb: Do not mask mongodb_user failures,MERGED,2017-07-10 20:56:16.000000000,2017-07-13 15:43:35.000000000,2017-07-13 15:43:35.000000000,0,1,0,482310,6b87f13772c977c07e36f0ab19ad96afef76a269,osa-add-suse-support,7,3,1,1,23163,Markos Chandras (hwoarang),mchandras,"test: test-install-mongodb: Do not mask mongodb_user failures

It's important to know when the creation of the admin user fails
since subsequent tasks may fail if the user doesn't exist.

Change-Id: I67bf22415a0dd2eee8bbf4811615d5b4119d35a5
"
openstack%2Fovsdbapp~master~Id837242907dc095d26d908f405beff418a7049cb,openstack/ovsdbapp,master,Id837242907dc095d26d908f405beff418a7049cb,Modify LSP List command to return all ports,MERGED,2017-07-07 18:26:02.000000000,2017-07-13 15:38:48.000000000,2017-07-13 15:38:48.000000000,17,6,6,481721,d70f020c5af4aa2c23fa3fa79c237fff4e38cdf9,481721,24,6,6,4,25007,Marcin Mirecki,mmirecki,"Modify LSP List command to return all ports

This patch modifies the LspListCommand to return
all ports if not switch was specified as parameter.

Change-Id: Id837242907dc095d26d908f405beff418a7049cb
Signed-off-by: Marcin Mirecki <mmirecki@redhat.com>
"
openstack%2Fcinder~master~Ifad854e6f0ef23085ff7af608e290e62c2ad2554,openstack/cinder,master,Ifad854e6f0ef23085ff7af608e290e62c2ad2554,LVM: Don't initialize VG with lvm_type='auto',MERGED,2017-06-30 12:58:07.000000000,2017-07-13 15:35:49.000000000,2017-07-07 02:55:23.000000000,18,1,3,479295,7033774fbb2f488fb0cfc94cf1a1d059b08b6d98,bug/1701545,75,33,3,3,4523,Eric Harney,eharney,"LVM: Don't initialize VG with lvm_type='auto'

The 'auto' arg should be translated to 'thin'
for the lvm.LVM() call.

Otherwise the checks for lvm_type=='thin' in the LVM()
code do not function as intended.

Closes-Bug: #1701547

Change-Id: Ifad854e6f0ef23085ff7af608e290e62c2ad2554
"
openstack%2Fcinder~master~I197c4e53539974ba4dff4ec441ad98823cb9d22d,openstack/cinder,master,I197c4e53539974ba4dff4ec441ad98823cb9d22d,Migrate volume management CLI documentation,MERGED,2017-07-07 20:53:19.000000000,2017-07-13 15:32:44.000000000,2017-07-13 15:32:44.000000000,685,0,0,481756,c0d88bfdae137f48ab9210b248f6cce5ce933db8,doc-migration,58,24,2,2,7198,Jay Bryant,jsbryant,"Migrate volume management CLI documentation

The next part of the great migration of documentation
from openstack-manuals to the Cinder repo.

This patch brings over the volume management CLI
documentation and adds it to the index for our documentation.

Note, like the other patches, this is just intended to migrate
the content and get it accessible again. Future patches will
endeavor to clean up and better organize the content.

Change-Id: I197c4e53539974ba4dff4ec441ad98823cb9d22d
"
openstack%2Fopenstack-ansible-os_aodh~master~Ic6200e17b5e5b39c06166aae37bab4d31f2df817,openstack/openstack-ansible-os_aodh,master,Ic6200e17b5e5b39c06166aae37bab4d31f2df817,Add support for the openSUSE Leap distributions,MERGED,2017-07-10 21:45:30.000000000,2017-07-13 15:27:12.000000000,2017-07-13 15:27:12.000000000,66,2,1,482334,be3b221366fb96655b38520e0aff16024d71fac8,osa-add-suse-support,7,3,1,3,23163,Markos Chandras (hwoarang),mchandras,"Add support for the openSUSE Leap distributions

Add support for the openSUSE Leap distributions. Additionally,
for openSUSE, we need to load some extra apache2 modules which are
not there by default.

Change-Id: Ic6200e17b5e5b39c06166aae37bab4d31f2df817
"
openstack%2Fnetworking-bgpvpn~master~Ia6a291d986c4c9594b82e7e60d8605e5f2bc01f2,openstack/networking-bgpvpn,master,Ia6a291d986c4c9594b82e7e60d8605e5f2bc01f2,Updated from global requirements,MERGED,2017-07-13 13:02:56.000000000,2017-07-13 15:26:15.000000000,2017-07-13 15:26:15.000000000,1,1,0,483366,82707f3c7a29ec6552fba213901d91f229eb5db1,openstack/requirements,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: Ia6a291d986c4c9594b82e7e60d8605e5f2bc01f2
"
openstack%2Fnetworking-bagpipe~master~I3bf63f430d1af9a48e669cccd433576b3d3af375,openstack/networking-bagpipe,master,I3bf63f430d1af9a48e669cccd433576b3d3af375,Updated from global requirements,MERGED,2017-07-13 13:02:53.000000000,2017-07-13 15:26:08.000000000,2017-07-13 15:26:08.000000000,1,1,0,483365,9654d62f2a804aeaf05efcb9e51bcf6786e545e1,openstack/requirements,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I3bf63f430d1af9a48e669cccd433576b3d3af375
"
openstack%2Fheat-templates~master~I3159470965e3a20161ff0e997af625b45ebe21fa,openstack/heat-templates,master,I3159470965e3a20161ff0e997af625b45ebe21fa,Fix undefined basestring and unicode in py35,MERGED,2017-04-12 06:53:11.000000000,2017-07-13 15:25:55.000000000,2017-07-13 15:25:55.000000000,6,3,0,456080,e4df67e265fa023eed99d4609d45821196255851,bug/1625757,15,10,4,3,12404,Rico Lin,rico.lin,"Fix undefined basestring and unicode in py35

In py3 basestring and unicode are no longer valid,
and should use `str` instead. In order to cover
py2 and py3, we change to use six lib to cover both.
Closes-Bug: #1682015

Change-Id: I3159470965e3a20161ff0e997af625b45ebe21fa
"
openstack%2Ftripleo-heat-templates~master~I794e7b88108d0d6286e5930bb5236e72ba806c3f,openstack/tripleo-heat-templates,master,I794e7b88108d0d6286e5930bb5236e72ba806c3f,"Add NeutronDnsDomain heat option, undercloud fix",MERGED,2017-03-29 18:50:59.000000000,2017-07-13 15:18:51.000000000,2017-04-21 00:08:08.000000000,6,0,4,451517,6b03cbab118c17ac38788682527b67c6119dc83c,dns_domain_undercloud,29,8,1,2,360,Dan Prince,dan-prince,"Add NeutronDnsDomain heat option, undercloud fix

We set dns_domain to '' in the undercloud neutron. This patch adds a new
heat parameter to control the Neutron DNS setting and sets the
undercloud environment default correctly for this setting.

Change-Id: I794e7b88108d0d6286e5930bb5236e72ba806c3f
"
openstack%2Fopenstack-ansible-os_aodh~master~Ia3889d0e4e0220b481fa94c8b0b151b6d727e1b1,openstack/openstack-ansible-os_aodh,master,Ia3889d0e4e0220b481fa94c8b0b151b6d727e1b1,templates: aodh-httpd: Ensure proper user control in aodh root,MERGED,2017-07-10 21:45:30.000000000,2017-07-13 15:18:41.000000000,2017-07-13 15:18:41.000000000,12,0,0,482333,72d8f43e0a75ad99df7da5e7b306bf599e96f795,osa-add-suse-support,7,3,1,1,23163,Markos Chandras (hwoarang),mchandras,"templates: aodh-httpd: Ensure proper user control in aodh root

We need to ensure that /var/www/cgi-bin/ has proper user control since
different distributions place cgi-bin in different directories and as
such the default ones may not apply for aodh. For example, openSUSE
places it in /srv/www/cgi-bin and as such accessing the aodh resources
results to 403 HTTP errors.

Change-Id: Ia3889d0e4e0220b481fa94c8b0b151b6d727e1b1
"
openstack%2Fopenstack-ansible-os_horizon~master~I51613df836c6a507f6f36967c0ce4b76ba9202a9,openstack/openstack-ansible-os_horizon,master,I51613df836c6a507f6f36967c0ce4b76ba9202a9,Add support for the openSUSE Leap distributions,MERGED,2017-07-12 11:33:16.000000000,2017-07-13 15:13:48.000000000,2017-07-13 15:13:48.000000000,113,7,0,482924,a64745174b251ad6b33685d4309de627482fd138,osa-add-suse-support,9,3,2,4,23163,Markos Chandras (hwoarang),mchandras,"Add support for the openSUSE Leap distributions

Add support for the openSUSE Leap distributions. Additionally,
for openSUSE, we need to load some extra apache2 modules which are
not there by default. Finally, Apache on openSUSE configures some
of it's components in httpd.conf and some others in default-server.conf
so it's not possible to drop one of them as that will likely break
Apache. A future improvement would be to drop both and provide a good
httpd.conf template. Until then, we need to drop the default
configuration for the root directory as that breaks Horizon since
it does not allow symlinks and global access to it.

Change-Id: I51613df836c6a507f6f36967c0ce4b76ba9202a9
"
