id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Frequirements~master~Ie0a780a9893e25cabcf839f4486270ff404a7541,openstack/requirements,master,new-release,Ie0a780a9893e25cabcf839f4486270ff404a7541,update constraint for python-keystoneclient to new release 3.2.0,ABANDONED,2016-07-05 16:50:53.000000000,2016-07-10 01:23:53.000000000,,1,1,0,337788,2c5fdd3b7b18af1301a23aed16c2d7f97b3b3055,7,4,1,1,2472,Doug Hellmann,doug-hellmann,"update constraint for python-keystoneclient to new release 3.2.0

python-keystoneclient 3.2.0 release

Change-Id: Ie0a780a9893e25cabcf839f4486270ff404a7541
meta:version: 3.2.0
meta:series: newton
meta:release-type: release
meta:announce: openstack-announce@lists.openstack.org
meta:pypi: yes
meta:first: no
meta:release:Author: Steve Martinelli <s.martinelli@gmail.com>
meta:release:Commit: Steve Martinelli <s.martinelli@gmail.com>
meta:release:Change-Id: I65bf90a1f0622de6ca6d50cd27dc340196c77dbc
meta:release:Code-Review+1: Samuel de Medeiros Queiroz <samueldmq@gmail.com>
meta:release:Code-Review+1: Alexander Makarov <amakarov@mirantis.com>
meta:release:Code-Review+2: Doug Hellmann <doug@doughellmann.com>
meta:release:Workflow+1: Doug Hellmann <doug@doughellmann.com>
"
openstack%2Frequirements~master~I9657c88566f30ab6ab7f1497ac03c5811b3c2890,openstack/requirements,master,new-release,I9657c88566f30ab6ab7f1497ac03c5811b3c2890,update constraint for keystonemiddleware to new release 4.6.0,ABANDONED,2016-07-05 17:01:07.000000000,2016-07-10 01:23:08.000000000,,1,1,0,337794,c2bf7dec7c81bc642889f57f0217263ada46ddae,6,3,1,1,2472,Doug Hellmann,doug-hellmann,"update constraint for keystonemiddleware to new release 4.6.0

keystonemiddleware 4.6.0 release

Change-Id: I9657c88566f30ab6ab7f1497ac03c5811b3c2890
meta:version: 4.6.0
meta:series: newton
meta:release-type: release
meta:announce: openstack-dev@lists.openstack.org
meta:pypi: yes
meta:first: no
meta:release:Author: Steve Martinelli <s.martinelli@gmail.com>
meta:release:Commit: Steve Martinelli <s.martinelli@gmail.com>
meta:release:Change-Id: I73e708793e7b71bf424cae0040cf63ebd3f1b06f
meta:release:Code-Review+1: Samuel de Medeiros Queiroz <samueldmq@gmail.com>
meta:release:Code-Review+2: Doug Hellmann <doug@doughellmann.com>
meta:release:Workflow+1: Doug Hellmann <doug@doughellmann.com>
"
openstack%2Frequirements~master~Ieb9a17eca6119db982f4c2bc3f927b29f733354e,openstack/requirements,master,new-release,Ieb9a17eca6119db982f4c2bc3f927b29f733354e,update constraint for keystoneauth1 to new release 2.9.0,ABANDONED,2016-07-05 16:41:42.000000000,2016-07-10 01:22:38.000000000,,1,1,0,337781,86945f0d1c61f7194bebe9c862886fd9ef427843,7,3,1,1,2472,Doug Hellmann,doug-hellmann,"update constraint for keystoneauth1 to new release 2.9.0

keystoneauth 2.9.0 release

Change-Id: Ieb9a17eca6119db982f4c2bc3f927b29f733354e
meta:version: 2.9.0
meta:series: newton
meta:release-type: release
meta:announce: openstack-dev@lists.openstack.org
meta:pypi: yes
meta:first: no
meta:release:Author: Steve Martinelli <s.martinelli@gmail.com>
meta:release:Commit: Steve Martinelli <s.martinelli@gmail.com>
meta:release:Change-Id: I2517b935583c9f98b9eade3b66e42b1cf9d40ac1
meta:release:Code-Review+1: Samuel de Medeiros Queiroz <samueldmq@gmail.com>
meta:release:Code-Review+2: Doug Hellmann <doug@doughellmann.com>
meta:release:Workflow+1: Doug Hellmann <doug@doughellmann.com>
"
openstack%2Fkolla~master~I186abdfd87bc1e26fb822412b7335b1c42c25b25,openstack/kolla,master,doc-fix,I186abdfd87bc1e26fb822412b7335b1c42c25b25,Underline should match the title length in docs,MERGED,2016-07-08 23:07:53.000000000,2016-07-10 01:21:58.000000000,2016-07-10 01:21:58.000000000,6,6,0,339860,a109c7473fb521a8efc2cc546a363e86bae8f992,10,5,2,3,15429,Asha,ash,"Underline should match the title length in docs

According to the openstack contributer guide, the underlines
in an rst file should be of the same length as that of the
heading text to follow rst formatting conventions.
http://docs.openstack.org/contributor-guide/rst-conv/titles.html

Change-Id: I186abdfd87bc1e26fb822412b7335b1c42c25b25
Signed-off-by: Asha Saravanamohan <assarava@cisco.com>
"
openstack%2Fopenstack-ansible-galera_client~stable%2Fmitaka~I320a4b8c1876cec12e85985288f084f7396e459b,openstack/openstack-ansible-galera_client,stable/mitaka,pip-install-latest,I320a4b8c1876cec12e85985288f084f7396e459b,Change pip install task state to 'latest',MERGED,2016-07-09 14:20:13.000000000,2016-07-10 01:21:47.000000000,2016-07-10 01:21:47.000000000,1,1,0,340018,4f743109beb5940877a2be6a9bec0656e8af6c74,8,4,1,1,17068,Jean-Philippe Evrard,evrardjp,"Change pip install task state to 'latest'

Currently all pip install tasks only require the package to be
present. This means that when an environment undergoes a minor
upgrade the package is not upgraded to the same version that
was tested with. This ultimately results in a deployed
environment that does not match the tested environment.

While for the services installed into venvs this is not an
issue, it does affect those which do not use venvs and any
packages which are installed outside of a venv or on top
of a venv.

This patch changes the behaviour to ensure that the install
task will always use the latest available package. In
developer_mode this will mean using the version specified
in upper-constraints, and in an integrated build this will
mean the version which is available in the wheel repo's
folder for the tag.

Related-Bug: 1596620

Change-Id: I320a4b8c1876cec12e85985288f084f7396e459b
(cherry picked from commit 14590f23eae9f826b1a82ae7d3fffb7de8207b13)
"
openstack%2Foslo.vmware~master~I5cde277361a1bcd2b222ad9aebabc24dd0fbe977,openstack/oslo.vmware,master,openstack/requirements,I5cde277361a1bcd2b222ad9aebabc24dd0fbe977,Updated from global requirements,MERGED,2016-07-09 19:26:13.000000000,2016-07-09 23:33:51.000000000,2016-07-09 23:33:51.000000000,1,1,0,340044,421b41c15b76781cc34bad16cd242a49517529ce,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I5cde277361a1bcd2b222ad9aebabc24dd0fbe977
"
openstack%2Fpython-saharaclient~master~I8825802c03702c4b6fae9fb8c7ec12090862b5a8,openstack/python-saharaclient,master,openstack/requirements,I8825802c03702c4b6fae9fb8c7ec12090862b5a8,Updated from global requirements,MERGED,2016-07-09 19:27:13.000000000,2016-07-09 23:02:43.000000000,2016-07-09 23:02:43.000000000,1,1,0,340058,967250761d41f12b3263ce1039cfa896d2ecae0c,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I8825802c03702c4b6fae9fb8c7ec12090862b5a8
"
openstack%2Fsahara~master~Ief8abdafae0a86c45eaa1a081cccfa606090d4a6,openstack/sahara,master,openstack/requirements,Ief8abdafae0a86c45eaa1a081cccfa606090d4a6,Updated from global requirements,MERGED,2016-07-09 19:27:43.000000000,2016-07-09 22:52:06.000000000,2016-07-09 22:52:06.000000000,1,1,0,340065,e5d50d256e61a4471bc084f2c2660969ad49077b,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: Ief8abdafae0a86c45eaa1a081cccfa606090d4a6
"
openstack%2Fneutron-dynamic-routing~master~I49f3ba285a4b66766e1f04103fd08798e3c0628b,openstack/neutron-dynamic-routing,master,bp/bgp-spinout,I49f3ba285a4b66766e1f04103fd08798e3c0628b,Document about how to test dynamic routing,MERGED,2016-06-30 09:05:32.000000000,2016-07-09 22:44:38.000000000,2016-07-09 22:44:38.000000000,513,1,19,335871,3db1097c07322809e3159ff0d6db1617392953e9,14,5,3,1,6981,Yang Yu,yuyangbj,"Document about how to test dynamic routing

Partially-Implements: blueprint bgp-spinout
Partial-Bug: #156000
Change-Id: I49f3ba285a4b66766e1f04103fd08798e3c0628b
"
openstack%2Fpython-magnumclient~master~I3963b069ae8dde09f696e03cc43c5c37f8cc971b,openstack/python-magnumclient,master,bp/magnum-baremetal-full-support,I3963b069ae8dde09f696e03cc43c5c37f8cc971b,Add fixed_subnet attributes to baymodel,MERGED,2016-06-30 08:14:10.000000000,2016-07-09 22:22:34.000000000,2016-07-09 22:22:34.000000000,12,4,1,335846,19c0dc5fd9a30ed8877bd6451f0136dcd509188e,13,5,2,4,12385,Motohiro/Yuanying Otsuka,yuanying,"Add fixed_subnet attributes to baymodel

fixed_subnet option is added by server, so we should add
this option to client too.

Change-Id: I3963b069ae8dde09f696e03cc43c5c37f8cc971b
Partial-Implements: blueprint magnum-baremetal-full-support
Depends-On: Ia21ad6e3e1472a0d078d08369ef62601034fcc17
"
