id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fheat~master~I55d237358ec8a53ceeee51b0a982e1da4b1b23ee,openstack/heat,master,gabbi_serial,I55d237358ec8a53ceeee51b0a982e1da4b1b23ee,Use group_regex to group gabbi api tests,MERGED,2017-05-04 15:02:59.000000000,2017-05-29 14:17:10.000000000,2017-05-29 14:17:10.000000000,1,0,0,462590,42e04005a9fb909282c9456c674f4c139b8f3bd2,11,3,3,1,8833,Rabi Mishra,rabi,"Use group_regex to group gabbi api tests

It seems that the tempest test runs at the gate are using
eight workers and the api tests distributed to multiple workers
from the same gabbi test yaml can result in in-consistencies[1].

[1] https://gabbi.readthedocs.io/en/latest/loader.html

Change-Id: I55d237358ec8a53ceeee51b0a982e1da4b1b23ee
"
openstack%2Fceilometer~master~I46201389ff3e2f37d08030ff745b688f6ed9cc8d,openstack/ceilometer,master,docs,I46201389ff3e2f37d08030ff745b688f6ed9cc8d,change to reference gnocchi.xyz,MERGED,2017-05-29 12:41:30.000000000,2017-05-29 14:14:22.000000000,2017-05-29 14:14:22.000000000,5,5,0,468871,90f090e407e066481e98f73b8c34b63b86cda76d,7,2,1,4,6537,gordon chung,chungg,"change to reference gnocchi.xyz

stop referencing openstack gnocchi docs.

Change-Id: I46201389ff3e2f37d08030ff745b688f6ed9cc8d
"
openstack%2Ftripleo-quickstart-extras~master~I28507aac37998cfa2e48dd1697822288f60e71fe,openstack/tripleo-quickstart-extras,master,subunit,I28507aac37998cfa2e48dd1697822288f60e71fe,Generate subunit result for pingtest,MERGED,2017-05-29 10:25:54.000000000,2017-05-29 14:02:57.000000000,2017-05-29 14:02:57.000000000,17,0,0,468847,44a99aced0e66b35804df71a1e1cab3da5e5cf6f,10,4,1,2,10969,Shnaidman Sagi (Sergey),sergsh,"Generate subunit result for pingtest

We need test in subunit format first of all for tracking periodic
jobs in openstack-health, which identifies only jobs with subunit.
It could be usable for other statistics systems, which can parse
subunit format.

Change-Id: I28507aac37998cfa2e48dd1697822288f60e71fe
"
openstack%2Ftripleo-heat-templates~stable%2Fnewton~I04b8ccf8b8637b7b4fcc0c6182ef6cd3e30a8569,openstack/tripleo-heat-templates,stable/newton,bug/1682448,I04b8ccf8b8637b7b4fcc0c6182ef6cd3e30a8569,[Newton only] - Manually touch ssl.conf before installing mod_ssl,MERGED,2017-05-09 11:31:05.000000000,2017-05-29 14:00:41.000000000,2017-05-29 14:00:40.000000000,5,0,0,463529,dd42fe9555f2fd7dc772fdca8e834b2b6d73f6f7,55,10,2,1,8449,Marios Andreou,marios,"[Newton only] - Manually touch ssl.conf before installing mod_ssl

In I49bd6f0017048fbab8a4011d5d7c3ffc6cda85b6 we added manual install
of mod_ssl during the mitaka to newton upgrade for the related bug
below. However we also need to prevent that package from creating
the default ssl.conf with the Listen 443 as discussed in that bug.

Related-Bug: 1682448
Depends-On: Ie6e19cc838a3f45100f6c98a350bdf6a37d40590 
Change-Id: I04b8ccf8b8637b7b4fcc0c6182ef6cd3e30a8569"
openstack%2Fpuppet-tripleo~stable%2Fnewton~Ie6e19cc838a3f45100f6c98a350bdf6a37d40590,openstack/puppet-tripleo,stable/newton,stonith-race,Ie6e19cc838a3f45100f6c98a350bdf6a37d40590,Add retries to the ::pacemaker::stonith property,MERGED,2017-05-11 12:48:58.000000000,2017-05-29 14:00:24.000000000,2017-05-29 14:00:24.000000000,7,1,2,463985,547d96d70db6e88eb2de44ac8212ed5dd5864692,51,6,2,1,8449,Marios Andreou,marios,"Add retries to the ::pacemaker::stonith property

Let's set a default number of retries also for the stonith
property creation. Just like we do for most of the composable
HA resource creation.

Closes-Bug: 1690132
Change-Id: Ie6e19cc838a3f45100f6c98a350bdf6a37d40590
Depends-On: I20098c5d69cde356fe79f6d8dbdc03ae42ecb3ef
(cherry picked from commit be7886a30443c82d7743be8cbdf0e0e2d3a1b26a)
"
openstack%2Ftripleo-ci~master~I5b0320ce369b86ce8fb70da6ecb3f39596f43b95,openstack/tripleo-ci,master,bug/1693174,I5b0320ce369b86ce8fb70da6ecb3f39596f43b95,Disable Telemetry on ovb-updates jobs,MERGED,2017-05-29 09:25:55.000000000,2017-05-29 14:00:18.000000000,2017-05-29 14:00:18.000000000,5,0,0,468820,1dafd0dcb73c7c129eeb005381fb831e8b844c69,8,3,1,1,3153,Emilien Macchi,emilienm,"Disable Telemetry on ovb-updates jobs

Disabling Telemetry on ovb-updates jobs to save memory, on Ocata and
Pike CIs.

Keep coverage for Newton since we didn't have scenario001 in place yet.

Change-Id: I5b0320ce369b86ce8fb70da6ecb3f39596f43b95
Related-Bug: #1693174
Depends-On: Idefe9f0de47c5b0f29b7326642d697ed179e2eb8
"
openstack%2Ftripleo-heat-templates~stable%2Focata~Idefe9f0de47c5b0f29b7326642d697ed179e2eb8,openstack/tripleo-heat-templates,stable/ocata,bug/1680195,Idefe9f0de47c5b0f29b7326642d697ed179e2eb8,Add heat environment for disabling all telemetry services,MERGED,2017-05-29 09:22:02.000000000,2017-05-29 13:59:14.000000000,2017-05-29 13:59:14.000000000,20,0,0,468818,7859f30ebf76edaa1f9af83f5783eb60ddb96fb8,8,4,1,1,3153,Emilien Macchi,emilienm,"Add heat environment for disabling all telemetry services

This will be used in our HA OVB CI job where we currently are
failing due to running out of memory. Telemetry will still be
tested via scenarios, but this will free up a large chunk of
memory in the most memory intensive job.

Closes-Bug: 1693174
Change-Id: Idefe9f0de47c5b0f29b7326642d697ed179e2eb8
(cherry picked from commit 0751d69e3b6560ef87ed43859df92fdcc08f9cd1)
"
openstack%2Frally~master~Ie8112aa85e985a1f3480e2d50eb110757652c597,openstack/rally,master,astarove-required-param-or-context,Ie8112aa85e985a1f3480e2d50eb110757652c597,Move 'required-param-or-context' validator to '../validators.py',MERGED,2017-05-04 13:27:59.000000000,2017-05-29 13:45:59.000000000,2017-05-29 13:45:59.000000000,69,55,4,462550,4d7806495459792e3164dc10ce0602a73cded62a,58,5,14,5,23094,Staroverov Anton,astaroverov,"Move 'required-param-or-context' validator to '../validators.py'

Change-Id: Ie8112aa85e985a1f3480e2d50eb110757652c597
"
openstack%2Fkuryr-kubernetes~master~I441aa8f8ef567414f38d40365e3799de33de5b8c,openstack/kuryr-kubernetes,master,bp/ports-pool,I441aa8f8ef567414f38d40365e3799de33de5b8c,Adding support for vif pool driver,MERGED,2017-02-22 11:02:50.000000000,2017-05-29 13:27:32.000000000,2017-05-29 13:27:32.000000000,81,10,17,436875,961dfdcabbd69e7b3da060af9181269e016b8176,51,6,10,6,23567,Luis Tomas Bolivar,ltomasbo,"Adding support for vif pool driver

Every time a container is created or deleted there is a call from
Kuryr to Neutron to create/remove the port used by the container.
In order to speed up both container creation and deletion a vif
pool driver is added, enabling the posibility of performing
Neutron resource management actions before/after containers
creation/deletion process.

This patch introduces a basic structure for the driver to trigger
ports creation and cleanup as part of the vif pool management.
Note it will be followed up with extended versions of the drivers
to support the extra ports pool functionality.

Partially Implements blueprint ports-pool
Change-Id: I441aa8f8ef567414f38d40365e3799de33de5b8c
"
openstack%2Fkuryr-libnetwork~master~Id8be0adb7b5d9c736b8acc680e9e72f82a225dec,openstack/kuryr-libnetwork,master,,Id8be0adb7b5d9c736b8acc680e9e72f82a225dec,Switch to devstack for installing etcd,MERGED,2017-05-24 18:50:26.000000000,2017-05-29 13:13:11.000000000,2017-05-29 13:13:11.000000000,2,23,0,467718,1ae715f885bb6835153dece0ba8a9737137f0a9a,24,13,3,2,11536,hongbin,hongbin,"Switch to devstack for installing etcd

ETCD is now a base service [1], which means it will be installed by
default in devstack. We don't need to re-install it in our devstack
plugin.

[1] https://review.openstack.org/#/c/445432/

Change-Id: Id8be0adb7b5d9c736b8acc680e9e72f82a225dec
"
