id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fcinder~master~I29fb5d7199e10eafee329dbd4ccef524245fbc28,openstack/cinder,master,bug/1543208,I29fb5d7199e10eafee329dbd4ccef524245fbc28,HNAS driver: Fix SSH and cluster_admin_ip0 bug,MERGED,2016-02-08 17:06:01.000000000,2016-02-24 22:42:23.000000000,2016-02-24 11:45:06.000000000,39,15,9,277495,4f39141e329c1658d446fc335563630731f10884,177,46,6,2,14865,Adriano Freires Rosso,adriano_rosso,"HNAS driver: Fix SSH and cluster_admin_ip0 bug

HNAS driver has 2 configuration options:
- SSC (ssh_enabled: False ): requires a local utility package
installed to run the commands
- SSH (ssh_enabled: True): Runs the commands using the utility
package installed on HNAS

Currently, the HNAS driver is considering the ""ssh_enabled"" and the
""cluster_admin_ip0"" tags to decide if the command to get the utility
package version should be ran locally or not. This is not correct
because the ""cluster_admin_ip0"" tag is not mandatory even if the SSH
mode is enabled.
So, if we have a situation that SSH is enabled and the
""cluster_admin_ip0"" does not exist in the configuration, the driver
tries to run the command to get the utility package version locally
and its initialization breaks.
This patch makes the driver consider only the ""ssh_enabled"" tag
value to decide if the command to get the utility package version
is necessary.

Change-Id: I29fb5d7199e10eafee329dbd4ccef524245fbc28
Closes-Bug: 1543208
"
openstack%2Fheat~master~I5934d0b7bee78d314eab89b4d5326f441ce91c03,openstack/heat,master,bp/get-reality-for-resources,I5934d0b7bee78d314eab89b4d5326f441ce91c03,Add parse_live_resource_data for zaqar queue,MERGED,2016-02-22 17:24:16.000000000,2016-02-24 22:42:00.000000000,2016-02-24 22:42:00.000000000,35,0,0,283179,85ccbef2594a1f0d45141367f67e3e9f4d3b2b82,16,7,1,2,12363,Oleksii Chuprykov,ochuprykov,"Add parse_live_resource_data for zaqar queue

implements-bp get-reality-for-resources

Change-Id: I5934d0b7bee78d314eab89b4d5326f441ce91c03
"
openstack%2Fopenstack-manuals~master~I29a5b62ba2527811f0d2a5f7775080e566a3c2d3,openstack/openstack-manuals,master,bug/1544383,I29a5b62ba2527811f0d2a5f7775080e566a3c2d3,Introduce 'Get Me A Network' for Neutron,MERGED,2016-02-22 15:43:03.000000000,2016-02-24 22:37:28.000000000,2016-02-24 06:08:05.000000000,151,0,38,283133,e5b8fefce36babb8df982c129947e9d349aa8552,27,9,5,2,6524,Henry Gessau,gessau,"Introduce 'Get Me A Network' for Neutron

Introduce Neutron's auto-allocated-topology feature.

Since there is not yet any Nova integration, we describe it only for
Neutron operators and users for now.

Implements: blueprint get-me-a-network
Closes-bug: #1544383

Change-Id: I29a5b62ba2527811f0d2a5f7775080e566a3c2d3
"
openstack%2Fneutron~master~I514cae0fa43033433ec2982bcf3726e02e6692bf,openstack/neutron,master,bug/1494351,I514cae0fa43033433ec2982bcf3726e02e6692bf,Use compare-and-swap for IpamAvailabilityRange,MERGED,2015-09-14 14:28:51.000000000,2016-02-24 22:26:49.000000000,2015-11-20 22:05:59.000000000,168,62,31,223123,d755f7248d324bb4c44b3efc9d200f8eb075066d,486,34,31,5,13768,Pavel Bondar,pavel_bondar,"Use compare-and-swap for IpamAvailabilityRange

Existing locking mechanism 'select for update' causes
deadlocks with galera multi-writers.
Replaced locking rows with compare-and-swap approach.

Compare-and-swap verifies that row is not changed by
another thread before updating/deleting it.
Filter-and-update and filter-and-delete are used.
They return count of affected rows.
If count of affected row is less than expected,
then another thread already changed our row
and RetryRequest is raised.

Change-Id: I514cae0fa43033433ec2982bcf3726e02e6692bf
Closes-Bug: #1494351
"
openstack%2Fbarbican~master~Ib1ef8522249dda10c8764cf086c1e85956637104,openstack/barbican,master,,Ib1ef8522249dda10c8764cf086c1e85956637104,Fix typos in repositories.py,MERGED,2016-02-24 20:13:18.000000000,2016-02-24 22:21:11.000000000,2016-02-24 22:21:11.000000000,2,2,0,284389,d345122d15296769ca07c809a210e3ee8a09b526,12,8,1,1,14924,AJAY KALAMBUR,akalambu,"Fix typos in repositories.py

Change-Id: Ib1ef8522249dda10c8764cf086c1e85956637104
"
openstack%2Fkolla~master~Ic96cc0f97dd5d35c84cf80d7a60b29e3a9ad0dc4,openstack/kolla,master,ds_store,Ic96cc0f97dd5d35c84cf80d7a60b29e3a9ad0dc4,Added *.DS_Store To .gitignore,MERGED,2016-02-24 19:23:46.000000000,2016-02-24 22:17:08.000000000,2016-02-24 22:17:08.000000000,3,0,2,284364,1b29424225972bcecbeb10dd2a85f4736a750ab2,13,6,2,1,16049,Dean Daskalantonakis,ddaskal,"Added *.DS_Store To .gitignore

Change-Id: Ic96cc0f97dd5d35c84cf80d7a60b29e3a9ad0dc4
"
openstack%2Fswift~stable%2Fkilo~I283f76f7e368899334015f2c49113c452b8f1ec8,openstack/swift,stable/kilo,bindep-testing,I283f76f7e368899334015f2c49113c452b8f1ec8,DO NOT MERGE: testing bindep-based jobs,ABANDONED,2016-02-17 17:03:01.000000000,2016-02-24 22:16:24.000000000,,1,0,0,281430,6f86158ad9140dd1305578583290f1ce721d625d,12,4,1,1,5263,Jeremy Stanley,fungi,"DO NOT MERGE: testing bindep-based jobs

Change-Id: I283f76f7e368899334015f2c49113c452b8f1ec8
"
openstack%2Fopenstack-ansible~master~I4171453cd2fb25d8867bb2dc8fc0337eb82d032e,openstack/openstack-ansible,master,gate-optimise,I4171453cd2fb25d8867bb2dc8fc0337eb82d032e,Set AIO host apt sources to use a configured list of components,MERGED,2016-02-09 19:04:00.000000000,2016-02-24 22:15:52.000000000,2016-02-24 22:15:52.000000000,9,4,0,278037,85d3229124b4dee279b4e5c21b0552a8c2c6b277,30,9,2,2,6816,Jesse Pretorius,jesse-pretorius,"Set AIO host apt sources to use a configured list of components

re: http://lists.openstack.org/pipermail/openstack-dev/2016-February/086000.html

Ubuntu has 4 different 'components' - main, universe, multiverse and
restricted:
 - Main: Officially supported software.
 - Restricted: Supported software that is not available under a completely
               free license.
 - Universe: Community maintained software, i.e. not officially supported
             software.
 - Multiverse: Software that is not free.

Practically speaking there should be nothing particularly useful to
OpenStack-Ansible in Restricted or Multiverse - it's mostly software for
desktop users.

This patch introduces a new variable 'bootstrap_host_apt_components'
which is a list of the components to configure in the apt sources list. The
default list does not include the unnecessary components.

Change-Id: I4171453cd2fb25d8867bb2dc8fc0337eb82d032e
"
openstack%2Finstack~master~I045245f09b474ddfc00ac6c9e886acf60d0a0697,openstack/instack,master,remove-py26-classifier,I045245f09b474ddfc00ac6c9e886acf60d0a0697,remove python 2.6 trove classifier,MERGED,2015-12-23 01:39:07.000000000,2016-02-24 22:11:13.000000000,2016-02-24 22:11:13.000000000,0,1,0,260790,06671ef2738ef6b3d90901247d96edce876a80f6,11,6,1,1,2472,Doug Hellmann,doug-hellmann,"remove python 2.6 trove classifier

OpenStack projects are no longer being tested under Python 2.6, so
remove the trove classifier implying that this project supports 2.6.

Change-Id: I045245f09b474ddfc00ac6c9e886acf60d0a0697
"
openstack%2Fnova~master~I45006e546867d348563831986b91a317029a1173,openstack/nova,master,bp/generic-resource-pools,I45006e546867d348563831986b91a317029a1173,Allocate uuids for aggregates as they are created or loaded,MERGED,2016-02-19 19:52:30.000000000,2016-02-24 22:10:18.000000000,2016-02-24 18:19:26.000000000,75,9,7,282520,67324e61e052de96e2df8c1f47ea8241730c519a,64,18,6,7,4393,Dan Smith,danms,"Allocate uuids for aggregates as they are created or loaded

Note that this filters uuid from the aggregate view in the API because we would
need a microversion. That may be a thing in the future (for the 2.x api) but
not something we can do here.

Related to blueprint generic-resource-pools

Change-Id: I45006e546867d348563831986b91a317029a1173
"
