id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fopenstack-ansible-os_ceilometer~master~I48ca99ea58fbb624b8bccf205e40000115c53060,openstack/openstack-ansible-os_ceilometer,master,fix-wsgi-script,I48ca99ea58fbb624b8bccf205e40000115c53060,Roll-up of multiple fixes for os_ceilometer role,MERGED,2016-10-13 00:14:26.000000000,2016-10-20 18:03:07.000000000,2016-10-20 18:03:07.000000000,25,8,0,385697,9fd56cba6c55c716c7a2d3b1e050d41cc4d15d7c,21,5,5,5,12807,Steve Lewis (stevelle),stevelle,"Roll-up of multiple fixes for os_ceilometer role

The ceilometer/api/app.wsgi file upstream was modified and broke the
ceilometer role such that the ceilometer api will not start. This
change fixes the role by updating the template derived from that file
to match the new invocation method.

An example of the error being remedied can be seen in patch set 1 of
Related-Change: Ieb5569982f080446295cecc33fb70c6b5d1cb9d6

Additionally, ceilometer-api is served with Apache mod_wsgi so an
init script shouldn't be created.

Also, the ceilometer_db_type now defaults to blank which will omit
the [database] group from the ceilometer.conf which matches the new
upstream default. The db type is overridden as mongodb for testing.

Also fixes an issue in inventory introduced by Change:
Ia74bbcac35c27928f7e96056b9449932253b75de

Change-Id: I48ca99ea58fbb624b8bccf205e40000115c53060
"
openstack%2Frpm-packaging~stable%2Fnewton~Ie983f7a80cc540dc9a60b0321bbb1c7940169cd4,openstack/rpm-packaging,stable/newton,388526,Ie983f7a80cc540dc9a60b0321bbb1c7940169cd4,Add macros to handle -test packages,MERGED,2016-10-20 13:26:52.000000000,2016-10-20 17:57:52.000000000,2016-10-20 17:57:45.000000000,24,1,0,389197,95b7ff810d4bf10b4c495de0706d440f1d06c522,18,6,2,2,7102,Thomas Bechtold,toabctl,"Add macros to handle -test packages

The 2 new macros can be used to simplifiy the creation of -test
packages for the different clients.
Also bump the openstack-macros version.

Change-Id: Ie983f7a80cc540dc9a60b0321bbb1c7940169cd4
(cherry picked from commit a11145def7048ffb626ee2bd63b8c49506d51841)
"
openstack%2Fpuppet-neutron~stable%2Fmitaka~I8db6a5f33bbbf7b53b93f66e77a0a06009e612cb,openstack/puppet-neutron,stable/mitaka,fix-domain_id,I8db6a5f33bbbf7b53b93f66e77a0a06009e612cb,Fix domain_id in server manifest,ABANDONED,2016-10-20 07:49:30.000000000,2016-10-20 17:53:41.000000000,,6,6,1,389047,812bbcd7c31e6bf029007a198117eb03f260a3e9,20,7,1,2,16312,Alfredo Moralejo,amoralej,"Fix domain_id in server manifest

After https://review.openstack.org/#/c/379905/ keystone is case
sensitive when checking domain_id in API calls.

This patch sets the user_domain_id and project_domain_id to the
right ""default"" id instead of ""Default"".

Change-Id: I8db6a5f33bbbf7b53b93f66e77a0a06009e612cb
"
openstack%2Fopenstack-ansible-plugins~master~Icd4f70706979a3f59dd93f116d1c5ef96d66edbe,openstack/openstack-ansible-plugins,master,ansible-2-2-support,Icd4f70706979a3f59dd93f116d1c5ef96d66edbe,Remove deprecated first_available_file,MERGED,2016-10-19 18:19:13.000000000,2016-10-20 17:38:48.000000000,2016-10-20 17:38:48.000000000,16,27,0,388845,2f6cac2cf6ddebf462e21c70da7f60fa334b5f1e,7,3,1,1,14805,Jimmy McCrory,jimmy-mccrory,"Remove deprecated first_available_file

The first_available_file option on tasks has been deprecated in
Ansible 2, and will be removed in 2.2. Remove its use in the
config_template plugin similarly to its removal from the upstream
template plugin [0].

[0] https://github.com/ansible/ansible/pull/17643

Change-Id: Icd4f70706979a3f59dd93f116d1c5ef96d66edbe
"
openstack%2Fjs-openstack-lib~master~Ib225e45d6f2370c0cc7f3229916869201620f5d4,openstack/js-openstack-lib,master,,Ib225e45d6f2370c0cc7f3229916869201620f5d4,Release 0.0.2,MERGED,2016-10-19 23:54:48.000000000,2016-10-20 17:22:56.000000000,2016-10-20 17:22:56.000000000,1,1,0,388940,f137472a44c2e031fd849266afd8e976167cba09,19,4,1,1,8614,Corentin Ardeois,cardeois,"Release 0.0.2

Looks like version 0.0.1 was already published 5 months ago:
https://www.npmjs.com/package/openstack-lib

Change-Id: Ib225e45d6f2370c0cc7f3229916869201620f5d4
"
openstack%2Fopenstack-ansible-os_keystone~master~Ief9c7f124eb58b986192b2f958c971197d410799,openstack/openstack-ansible-os_keystone,master,use-upper-constraints,Ief9c7f124eb58b986192b2f958c971197d410799,Simplify pip options/constraints mechanism,MERGED,2016-10-18 21:46:00.000000000,2016-10-20 17:09:54.000000000,2016-10-20 17:09:53.000000000,15,30,2,388230,c5a0cce3c695ccd6ecb594fc8b3148e085e9a5d2,24,3,9,4,6816,Jesse Pretorius,jesse-pretorius,"Simplify pip options/constraints mechanism

The current constraints generation for the
installation involves multiple tasks and multiple
variables.

Using multiple tasks extends the installation time
unnecessarily and the additional variables are
unnecessary.

This patch aims to simplify the mechanism and
hopes to speed it up a little.

The tests/os_keystone-overrides.yml file is removed
as it is unnecessary given the merge of
https://review.openstack.org/381479

Depends-On: I0e6d43a9f22add78f693e8836f1dd852be74d6c5
Change-Id: Ief9c7f124eb58b986192b2f958c971197d410799
"
openstack%2Fopenstack-ansible-galera_server~master~Icc1c4f2c26df08aefcf6cc613232e650162e665e,openstack/openstack-ansible-galera_server,master,,Icc1c4f2c26df08aefcf6cc613232e650162e665e,[DOCS] Added release-name as a watermark to Docs.,MERGED,2016-10-18 18:17:24.000000000,2016-10-20 17:09:37.000000000,2016-10-20 17:09:37.000000000,8,4,0,388163,be26446d995f3be618c36a9a1719851f537da95a,8,4,1,2,22778,Nish Patwa(nishpatwa007),npatwa,"[DOCS] Added release-name as a watermark to Docs.

Added a water mark to the role documentation
to make clear to deployers which release they're
working with.

Modified conf.py that adds watermark to the documentation according
to particular branch. If the current branch is master than
watermark is 'Pre-release' and if the current branch is
stable/<release-name> than watermark is <release-name>.

This is a combined implementation based on the following
patches:
- https://review.openstack.org/372565
- https://review.openstack.org/382637
- https://review.openstack.org/384140

Change-Id: Icc1c4f2c26df08aefcf6cc613232e650162e665e
"
openstack%2Fpuppet-barbican~master~I36c09e4d9cd28a3849c123739786c96b0b2f0845,openstack/puppet-barbican,master,stdlib_validate,I36c09e4d9cd28a3849c123739786c96b0b2f0845,Switch to stdlib validate_legacy,ABANDONED,2016-10-20 16:38:15.000000000,2016-10-20 17:07:03.000000000,,5,5,0,389273,39e437b74b7e20ceefa7deb1be88f20d0e02d048,2,0,1,4,14985,Alex Schultz,mwhahaha,"Switch to stdlib validate_legacy

The stdlib module has deprecated all the validate_* functions and
recommends the use of validate_legacy as a replacement. This change
updates the module to use validate_legacy instead of the existing
validate calls.

Change-Id: I36c09e4d9cd28a3849c123739786c96b0b2f0845
"
openstack%2Fopenstack-ansible-lxc_container_create~stable%2Fnewton~I76c20a016095a7a6ba2c0fbb878c6e62366f9d51,openstack/openstack-ansible-lxc_container_create,stable/newton,bp/central-test-repository,I76c20a016095a7a6ba2c0fbb878c6e62366f9d51,Use centralised Ansible test scripts,MERGED,2016-10-19 16:22:56.000000000,2016-10-20 16:48:01.000000000,2016-10-20 16:48:01.000000000,7,38,0,388792,ce8bb99bd72689a2f0e6cd88448f197a8f2d6fde,7,3,1,1,6816,Jesse Pretorius,jesse-pretorius,"Use centralised Ansible test scripts

This patch consumes the centralised Ansible test scripts
implemented in https://review.openstack.org/381853

Combined backport of:
- https://review.openstack.org/382288
- https://review.openstack.org/388422

Change-Id: I76c20a016095a7a6ba2c0fbb878c6e62366f9d51
(cherry picked from commit 09859cdd77539e5f6ed6ebe9ec4daa7f3b64a2a6)
"
openstack%2Fopenstack-ansible~master~I3cf121c0a90d4b0e3322192559c71c1b85ff4756,openstack/openstack-ansible,master,,I3cf121c0a90d4b0e3322192559c71c1b85ff4756,[docs] Remove openstack-ansible.rc sourcing instruction,MERGED,2016-10-20 13:15:09.000000000,2016-10-20 16:47:37.000000000,2016-10-20 14:54:53.000000000,0,9,0,389185,3e5bd6f5203a20b9e325ea2b0eb5df94b5813278,10,4,2,4,6816,Jesse Pretorius,jesse-pretorius,"[docs] Remove openstack-ansible.rc sourcing instruction

With https://review.openstack.org/386680 merged, sourcing
openstack-ansible.rc is no longer necessary.

Change-Id: I3cf121c0a90d4b0e3322192559c71c1b85ff4756
"
