id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fkolla~stable%2Fnewton~I39a96f6474e0efd061d9eb121427e013d5266e51,openstack/kolla,stable/newton,bug/1659558,I39a96f6474e0efd061d9eb121427e013d5266e51,Fix the undefined error for vmtp_vm_availability_zone,MERGED,2017-02-01 15:15:06.000000000,2017-02-02 09:34:23.000000000,2017-02-02 09:34:23.000000000,1,0,0,427762,f6cf6f46f2749e11501bdffa9ee1ed05b4c0eba8,7,3,1,1,19316,Eduardo Gonzalez,egonzalez90,"Fix the undefined error for vmtp_vm_availability_zone

Change-Id: I39a96f6474e0efd061d9eb121427e013d5266e51
Closes-Bug: #1659558
(cherry picked from commit a3dbe5d4f0aff371676ea151abc562bba86a22fd)
"
openstack%2Fvitrage~master~Icbd146e8773cbfa26a37a69e59f8705d5d37a851,openstack/vitrage,master,,Icbd146e8773cbfa26a37a69e59f8705d5d37a851,not condition,MERGED,2017-02-01 12:19:54.000000000,2017-02-02 09:33:28.000000000,2017-02-02 09:33:28.000000000,11,6,0,427664,10006a9cbe72b6137bd5e525c7edebf3c48b1cad,14,3,3,3,19122,Alexey Weyl,alexey_weyl,"not condition

add name property to the openstack cluster entity

Change-Id: Icbd146e8773cbfa26a37a69e59f8705d5d37a851
"
openstack%2Fdiskimage-builder~feature%2Fv2~I8e9b079f586e8a36dba3797a0fc03ca1b2041a04,openstack/diskimage-builder,feature/v2,blank-line-element-deps-v2,I8e9b079f586e8a36dba3797a0fc03ca1b2041a04,Handle blank lines in element-deps,MERGED,2017-02-02 07:19:17.000000000,2017-02-02 09:23:46.000000000,2017-02-02 09:23:46.000000000,31,23,0,428015,19f13958f73092d01452ce006dbc7c490628a5ed,7,2,1,1,7118,Ian Wienand,iwienand,"Handle blank lines in element-deps

When merging feature/v2 we have re-enabled the centos-minimal test
which has a blank line in the element-deps.  The modified get_elements
functions added in If97bcd21e45de1b5ed91023fdc441a4617051a6b were not
handling this.

Fixing this, we can extract this into some common code for
element-deps and element-provides.

Also, I noticed while debugging that the element list is an iterator
from reverse(), so printing it doesn't help.  Fix up the debug output.

Change-Id: I8e9b079f586e8a36dba3797a0fc03ca1b2041a04
"
openstack%2Foctavia~master~I6435257ec1f0ee0cc8c38df0d1ff0247707174e4,openstack/octavia,master,bug/1661105,I6435257ec1f0ee0cc8c38df0d1ff0247707174e4,Remove outdated kernel tuning for haproxy,MERGED,2017-02-01 22:43:34.000000000,2017-02-02 09:22:37.000000000,2017-02-02 09:17:44.000000000,0,8,0,427957,6eb9a7cf17bc5ec2f36f4b780634d14b1471993f,10,5,1,2,11628,Michael Johnson,johnsom,"Remove outdated kernel tuning for haproxy

This patch removes outdated kernel tuning parameters that were set
inside the amphora.  With current kernel versions the performance
issues no longer out weigh the benefits.

Change-Id: I6435257ec1f0ee0cc8c38df0d1ff0247707174e4
Closes-Bug: #1661105
"
openstack%2Fnetworking-bgpvpn~master~I663c3d91e936f332a3b8a014970ef51e2496b690,openstack/networking-bgpvpn,master,bug/1659968,I663c3d91e936f332a3b8a014970ef51e2496b690,Improve pip installation documentation,MERGED,2017-02-01 10:20:58.000000000,2017-02-02 09:21:56.000000000,2017-02-02 09:21:56.000000000,19,3,0,427626,87d32356572a118816971705daeca8d6f3d3d26f,11,2,1,1,12021,Thomas Morin,tmorin,"Improve pip installation documentation

Change-Id: I663c3d91e936f332a3b8a014970ef51e2496b690
Closes-Bug: 1659968
"
openstack%2Fgnocchi~master~I2161ba735fb4ac72680c733251cd84a9f4ea3c15,openstack/gnocchi,master,report,I2161ba735fb4ac72680c733251cd84a9f4ea3c15,paginate ceph report generation,MERGED,2017-01-30 16:55:54.000000000,2017-02-02 09:15:37.000000000,2017-02-02 09:15:37.000000000,35,11,6,426846,5a8d3a48ca1f223e3e74f2151fddd91d197791d3,17,4,3,4,6537,gordon chung,chungg,"paginate ceph report generation

ceph driver stores all data as keys in a single object. this could
result in hundreds of thousands or more keys which will cause ceph
to timeout if called all at once.

alternatively, paginate results and if the marker is processed and
removed during report generation, fail and retry next time.

Change-Id: I2161ba735fb4ac72680c733251cd84a9f4ea3c15
"
openstack%2Fkolla-ansible~master~I548cb6cbc718864cffb95b73376a3e138eef0a6d,openstack/kolla-ansible,master,bug/1660961,I548cb6cbc718864cffb95b73376a3e138eef0a6d,Fix pull syntax error in cinder,MERGED,2017-02-01 14:32:24.000000000,2017-02-02 09:09:06.000000000,2017-02-02 09:09:06.000000000,1,1,0,427737,485ded5ba3d7f9834f7f0b0a5e085ed5211c233f,7,3,1,1,19316,Eduardo Gonzalez,egonzalez90,"Fix pull syntax error in cinder

Change-Id: I548cb6cbc718864cffb95b73376a3e138eef0a6d
Closes-Bug: #1660961
"
openstack%2Ftripleo-heat-templates~stable%2Fnewton~Ic69de63acbfb992314ea30a3a9b17c0b5341c035,openstack/tripleo-heat-templates,stable/newton,bug/1643487,Ic69de63acbfb992314ea30a3a9b17c0b5341c035,DB connection: prevent src address from binding to a VIP,MERGED,2017-01-06 18:12:39.000000000,2017-02-02 09:02:24.000000000,2017-02-02 09:02:24.000000000,77,0,0,417467,0fbac20fd6b54f51625c952e3d87956367123c0a,23,6,2,16,20778,Damien Ciabrini,dciabrin,"DB connection: prevent src address from binding to a VIP

When a service connects to the database VIP from the node hosting this
VIP, the resulting TCP socket has a src address which is by default
bound to the VIP as well. If the VIP is failed over to another node
while the socket's Send-Q is not empty, TCP keepalive won't engage and
the service will become unavailable for a very long time (by default
more than 10m).

To prevent failover issues, DB connections should have the src address
of their TCP socket bound to the IP of the network interface used for
MySQL traffic. This is achieved by passing a new option to the
database connection URIs. This option is available starting from
PyMySQL 0.7.9-2.

We use a new intermediate variable in hiera to hold the IP to be used
as a source address for all DB connections. All services adapt their
database URI accordingly.

Moreover, a new YAML validation check is added to guarantee that new
services will construct their database URI appropriately.

Change-Id: Ic69de63acbfb992314ea30a3a9b17c0b5341c035
Closes-Bug: #1643487
(cherry picked from commit 56ebc7e58d117743363c4a251395d710bf511a2c)
"
openstack%2Fhorizon~master~Ief14115b03dcad21dddfeac7e7e6d0573ba5224c,openstack/horizon,master,zanata/translations,Ief14115b03dcad21dddfeac7e7e6d0573ba5224c,Imported Translations from Zanata,MERGED,2017-02-02 08:01:30.000000000,2017-02-02 08:51:33.000000000,2017-02-02 08:51:33.000000000,251,43,0,428024,ce7dc70c7f31ce5b8de2dcf3a3fe644eb5884d58,6,2,1,7,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
http://docs.openstack.org/developer/i18n/reviewing-translation-import.html

Change-Id: Ief14115b03dcad21dddfeac7e7e6d0573ba5224c
"
openstack%2Fpython-watcherclient~master~I8e918fe47f6008b9570e39c2d0e9159d0d223362,openstack/python-watcherclient,master,functional_tox_testcase,I8e918fe47f6008b9570e39c2d0e9159d0d223362,Add functional env to tox,MERGED,2017-01-23 16:00:18.000000000,2017-02-02 08:40:25.000000000,2017-02-02 08:40:25.000000000,16,0,0,424211,08cf7d99d36517a27324d8565eb8985baacd6ebf,7,3,1,2,19055,Alexander Chadin,joker946,"Add functional env to tox

This patch set adds functional environment to tox
to be able to create post_hook file for functional gate.

Change-Id: I8e918fe47f6008b9570e39c2d0e9159d0d223362
"
