id,project,branch,topic,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fmanila~master~Ibea39f1f90c0444eae5cfcd6090b2a00d84ab923,openstack/manila,master,bug/1585394,Ibea39f1f90c0444eae5cfcd6090b2a00d84ab923,Do not supply logging arguments as tuple.,MERGED,2016-05-25 12:15:51.000000000,2016-06-11 02:41:17.000000000,2016-06-10 02:01:49.000000000,98,3,10,320936,467321bceb4da9dad8eefa95ffcb3e6a036448e5,64,17,5,4,9003,Tom Barron,tbarron,"Do not supply logging arguments as tuple.

Logging format arguments are not supposed to be tuples, but
are rather to be supplied separately - i.e., use
   LOG.debug('%s is %s', arg1, arg2)
instead of
   LOG.debug('%s is %s', (arg1, arg2))

Rid the manila codebase of this logging format error and
add a hacking check for this.  The hacking check will not
catch all corner cases but should help prevent this error
in most cases.

Change-Id: Ibea39f1f90c0444eae5cfcd6090b2a00d84ab923
Closes-Bug: #1585394
"
openstack%2Fkeystone~stable%2Fmitaka~I7d9e0f182a32afab61deaeb359454c556f03a90e,openstack/keystone,stable/mitaka,openstack/requirements,I7d9e0f182a32afab61deaeb359454c556f03a90e,Updated from global requirements,MERGED,2016-06-10 23:14:53.000000000,2016-06-11 02:25:12.000000000,2016-06-11 02:25:12.000000000,1,1,0,328541,6cb101ba9c39758d78a33663e6a727273e897891,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I7d9e0f182a32afab61deaeb359454c556f03a90e
"
openstack%2Fmagnum~master~I6783f08708cfbd3e18d78fd554bd0671b8b2f602,openstack/magnum,master,openstack/requirements,I6783f08708cfbd3e18d78fd554bd0671b8b2f602,Updated from global requirements,MERGED,2016-06-08 21:58:59.000000000,2016-06-11 02:24:56.000000000,2016-06-11 02:24:56.000000000,2,2,0,327370,942be367cd96da59eab1da927fad753c09ca9561,20,4,3,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I6783f08708cfbd3e18d78fd554bd0671b8b2f602
"
openstack%2Fproject-config~master~Id3ae8e13331f54886c994731c1770af1bdcfb3a2,openstack/project-config,master,bp/projectspecificinstallguides,Id3ae8e13331f54886c994731c1770af1bdcfb3a2,Add infra structure for install guide publishing,MERGED,2016-06-06 16:52:50.000000000,2016-06-11 02:24:35.000000000,2016-06-09 07:17:28.000000000,121,0,6,326039,ebf1ff3fba817ff85cb90605f040808e024f12cd,19,7,6,4,6547,Andreas Jaeger,jaegerandi,"Add infra structure for install guide publishing

Add job template and zuul template for install guides. Use
jobs for heat.

This publishes content from $repo/install-guide to
docs.openstack.org/project-install-guide/SERVICE/BRANCH.

The jobs should only run on future branches (master and newton onwards).

Depends-On: I153b27dd17e5a22224bda473b19dbd76ca0cdc98
Change-Id: Id3ae8e13331f54886c994731c1770af1bdcfb3a2
Partially-Implements: blueprint projectspecificinstallguides
"
openstack%2Fneutron-lbaas~master~I040832b3ffa5d596669796269879023c761d3d05,openstack/neutron-lbaas,master,bug/1588560,I040832b3ffa5d596669796269879023c761d3d05,Fix hard-coding of trusty in devstack plugin.sh,MERGED,2016-06-02 23:09:05.000000000,2016-06-11 02:23:12.000000000,2016-06-11 02:23:12.000000000,3,2,0,324943,0f8faacd5e961d4fe508e73ac91bb72cb5a38d57,24,10,3,1,11685,Stephen Balukoff,sbalukoff,"Fix hard-coding of trusty in devstack plugin.sh

This patch updates the devstack plugin.sh to get current devstack ubuntu
codename from the lsb_release command instead of hard-coding 'trusty' in
there (as we probably should have been doing the whole time). This
should allow neutron-lbaas to be tested on other releases of Ubuntu
without breaking support for trusty.

Change-Id: I040832b3ffa5d596669796269879023c761d3d05
Closes-Bug: 1588560
"
openstack%2Ftempest~master~I917a8a0b42eb8ba5fedb65761fbc966bdaadd1d0,openstack/tempest,master,typo,I917a8a0b42eb8ba5fedb65761fbc966bdaadd1d0,Fix dsvm typo to dscv,MERGED,2016-06-10 12:23:59.000000000,2016-06-11 02:05:52.000000000,2016-06-10 19:35:58.000000000,5,5,0,328267,97aa60459b9271efa7c41e617811f942b52f6b99,9,4,1,1,1921,Andrea Frittoli,andrea-frittoli,"Fix dsvm typo to dscv

I wrote dsvm but actually I intended dsvc (disable ssl cerificate
validation).

Change-Id: I917a8a0b42eb8ba5fedb65761fbc966bdaadd1d0
"
openstack%2Fapi-site~master~Ida86edce8ce6f18b0bc2790551203142fe344a33,openstack/api-site,master,api-ref,Ida86edce8ce6f18b0bc2790551203142fe344a33,[api] add DNS API to API Ref menu,ABANDONED,2016-06-01 06:55:15.000000000,2016-06-11 02:04:39.000000000,,5,0,2,323682,59e05677178222ae8abbfb2ac32dfffceb6d0da4,11,6,2,1,10497,KATO Tomoyuki,to222,"[api] add DNS API to API Ref menu

Change-Id: Ida86edce8ce6f18b0bc2790551203142fe344a33
"
openstack%2Fneutron-lbaas~master~I575f898f74576613cb55d4dbba5b1b0f524dd35f,openstack/neutron-lbaas,master,bug/1588372,I575f898f74576613cb55d4dbba5b1b0f524dd35f,Preventing listener deletion if it has l7 policy,MERGED,2016-06-07 11:58:29.000000000,2016-06-11 01:48:04.000000000,2016-06-11 01:48:04.000000000,17,0,3,326403,58fe3494ef2c25688123454640388fa0c041c196,26,8,4,2,8446,Evgeny Fedoruk,evgenyfedoruk,"Preventing listener deletion if it has l7 policy

If L7 policy is associated to listener, the policy should be deleted
prior to listener deletion.
Trying to delete the listener with L7 policy will fail
with EntityInUse exception.
This is to preserve common neutron's API concept
to delete cascade resources' subresources only.

Change-Id: I575f898f74576613cb55d4dbba5b1b0f524dd35f
Closes-Bug: 1588372
"
openstack%2Fsahara~stable%2Fmitaka~If74aeb0f1da38db569bca75bee027506d8ad40fa,openstack/sahara,stable/mitaka,openstack/requirements,If74aeb0f1da38db569bca75bee027506d8ad40fa,Updated from global requirements,MERGED,2016-06-10 23:20:39.000000000,2016-06-11 01:41:48.000000000,2016-06-11 01:41:48.000000000,1,1,0,328559,cf13d954965d3708d52f8d2a852758b72d7e3c30,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: If74aeb0f1da38db569bca75bee027506d8ad40fa
"
openstack%2Foslo.vmware~stable%2Fmitaka~Id59d8c901bc1c8807999dc350d6f52b9d3bf0e41,openstack/oslo.vmware,stable/mitaka,openstack/requirements,Id59d8c901bc1c8807999dc350d6f52b9d3bf0e41,Updated from global requirements,MERGED,2016-06-10 23:19:31.000000000,2016-06-11 01:37:08.000000000,2016-06-11 01:37:07.000000000,1,1,0,328558,cc91109e8a915c7a4a355121a9b6abe8e28b0681,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: Id59d8c901bc1c8807999dc350d6f52b9d3bf0e41
"
openstack%2Fneutron-lbaas~master~Idf1468ade6c9435cd5c781504c4e74fe55eb4e8c,openstack/neutron-lbaas,master,service_auth,Idf1468ade6c9435cd5c781504c4e74fe55eb4e8c,Fix no such option defined for service_auth,MERGED,2016-03-16 10:14:56.000000000,2016-06-11 01:31:19.000000000,2016-06-11 01:31:19.000000000,2,0,1,293352,f271c8c13954654a1bb41badc51fee9cdacf72f1,63,17,12,1,6981,Yang Yu,yuyangbj,"Fix no such option defined for service_auth

The service_auth is only defined in keystone.py, but the keystone.py
is only imported by barbican cert manager. So importing the registration
into cert_manager.py

Closes-Bug: #1557992
Change-Id: Idf1468ade6c9435cd5c781504c4e74fe55eb4e8c
"
openstack%2Fneutron-lbaas~master~I354a9f351cbb00f01ea4ca98476a827be253ff07,openstack/neutron-lbaas,master,bug/1579314,I354a9f351cbb00f01ea4ca98476a827be253ff07,Add agent haproxy driver setup in README.md,MERGED,2016-05-07 07:10:01.000000000,2016-06-11 01:31:13.000000000,2016-06-11 01:31:13.000000000,7,3,2,313842,5cca9722cb2ce835289f4115fbdf7c2b26ea6985,18,9,2,1,2874,yong sheng gong,gongysh,"Add agent haproxy driver setup in README.md

Change-Id: I354a9f351cbb00f01ea4ca98476a827be253ff07
Closes-bug: 1579314
"
openstack%2Fpython-novaclient~master~I3a8bfcb7672005430ca99bab0d20e25f48a7e0f6,openstack/python-novaclient,master,bp/nova-api-hypervsor-cpu-info,I3a8bfcb7672005430ca99bab0d20e25f48a7e0f6,Add support for microversion 2.28,MERGED,2016-06-10 14:08:35.000000000,2016-06-11 01:25:22.000000000,2016-06-11 01:25:22.000000000,58,1,7,328314,a70de7e5900fd0e71e49b31e81e3f8c23f0c1c83,25,6,4,5,7166,Sylvain Bauza,sbauza,"Add support for microversion 2.28

microversion 2.28 now returns a dict instead of a string for cpu_info item
returned by GET /os-hypervisors/<id>

Fortunately, the utils.flatten_dict() method checks whether it's a JSON field
so the behaviour keeps to be the same for the CLI output of nova hypervisor-show.

That said, the novaclient API call to HypervisorManager.get() will of course
be returning either a dict or a string for the keyed cpu_info given the
microversion.

Co-Authored-By: Andrey Kurilin <andr.kurilin@gmail.com>
Change-Id: I3a8bfcb7672005430ca99bab0d20e25f48a7e0f6
Implements: blueprint nova-api-hypervsor-cpu-info
"
